vendor_id,total_tenders,early_tenders,late_tenders,early_wins,late_wins,early_win_rate,late_win_rate,win_rate_shift,early_participation_share,late_participation_share,participation_shift,standardized_win_shift,sample_weight,behavioral_shift
V0470,33,17,16,4,5,0.2353,0.3125,0.0772,0.5152,0.4848,-0.0303,0.4977,0.8944,0.0962
V0502,53,27,26,0,2,0.0,0.0769,0.0769,0.5094,0.4906,-0.0189,1.4691,1.0,0.0958
V0485,42,21,21,4,6,0.1905,0.2857,0.0952,0.5,0.5,0.0,0.7246,1.0,0.0952
V0513,55,28,27,2,4,0.0714,0.1481,0.0767,0.5091,0.4909,-0.0182,0.9124,1.0,0.0949
V0012,19,10,9,2,1,0.2,0.1111,-0.0889,0.5263,0.4737,-0.0526,0.5305,0.6708,0.0949
V0389,19,10,9,2,1,0.2,0.1111,-0.0889,0.5263,0.4737,-0.0526,0.5305,0.6708,0.0949
V0179,29,15,14,1,2,0.0667,0.1429,0.0762,0.5172,0.4828,-0.0345,0.6732,0.8367,0.0926
V0040,35,18,17,4,5,0.2222,0.2941,0.0719,0.5143,0.4857,-0.0286,0.4864,0.922,0.0926
V0336,35,18,17,4,5,0.2222,0.2941,0.0719,0.5143,0.4857,-0.0286,0.4864,0.922,0.0926
V0112,15,8,7,3,2,0.375,0.2857,-0.0893,0.5333,0.4667,-0.0667,0.366,0.5916,0.0923
V0350,15,8,7,3,2,0.375,0.2857,-0.0893,0.5333,0.4667,-0.0667,0.366,0.5916,0.0923
V0286,21,11,10,2,1,0.1818,0.1,-0.0818,0.5238,0.4762,-0.0476,0.5351,0.7071,0.0915
V0408,21,11,10,2,1,0.1818,0.1,-0.0818,0.5238,0.4762,-0.0476,0.5351,0.7071,0.0915
V0149,12,6,6,2,1,0.3333,0.1667,-0.1667,0.5,0.5,0.0,0.6667,0.5477,0.0913
V0207,12,6,6,1,2,0.1667,0.3333,0.1667,0.5,0.5,0.0,0.6667,0.5477,0.0913
V0236,12,6,6,2,1,0.3333,0.1667,-0.1667,0.5,0.5,0.0,0.6667,0.5477,0.0913
V0015,12,6,6,3,2,0.5,0.3333,-0.1667,0.5,0.5,0.0,0.5855,0.5477,0.0913
V0520,12,6,6,2,3,0.3333,0.5,0.1667,0.5,0.5,0.0,0.5855,0.5477,0.0913
V0073,44,22,22,0,2,0.0,0.0909,0.0909,0.5,0.5,0.0,1.4475,1.0,0.0909
V0023,44,22,22,5,3,0.2273,0.1364,-0.0909,0.5,0.5,0.0,0.7817,1.0,0.0909
V0438,44,22,22,4,6,0.1818,0.2727,0.0909,0.5,0.5,0.0,0.7195,1.0,0.0909
V0094,17,9,8,3,2,0.3333,0.25,-0.0833,0.5294,0.4706,-0.0588,0.3764,0.6325,0.0899
V0521,17,9,8,3,2,0.3333,0.25,-0.0833,0.5294,0.4706,-0.0588,0.3764,0.6325,0.0899
V0317,35,18,17,3,4,0.1667,0.2353,0.0686,0.5143,0.4857,-0.0286,0.5073,0.922,0.0896
V0014,46,23,23,3,1,0.1304,0.0435,-0.087,0.5,0.5,0.0,1.0465,1.0,0.087
V0421,46,23,23,6,4,0.2609,0.1739,-0.087,0.5,0.5,0.0,0.7149,1.0,0.087
V0258,37,19,18,3,4,0.1579,0.2222,0.0643,0.5135,0.4865,-0.027,0.4993,0.9487,0.0867
V0197,25,13,12,2,1,0.1538,0.0833,-0.0705,0.52,0.48,-0.04,0.542,0.7746,0.0856
V0083,14,7,7,2,1,0.2857,0.1429,-0.1429,0.5,0.5,0.0,0.6513,0.5916,0.0845
V0110,14,7,7,2,1,0.2857,0.1429,-0.1429,0.5,0.5,0.0,0.6513,0.5916,0.0845
V0253,14,7,7,2,1,0.2857,0.1429,-0.1429,0.5,0.5,0.0,0.6513,0.5916,0.0845
V0543,14,7,7,2,1,0.2857,0.1429,-0.1429,0.5,0.5,0.0,0.6513,0.5916,0.0845
V0032,14,7,7,3,2,0.4286,0.2857,-0.1429,0.5,0.5,0.0,0.5578,0.5916,0.0845
V0471,14,7,7,3,2,0.4286,0.2857,-0.1429,0.5,0.5,0.0,0.5578,0.5916,0.0845
V0504,41,21,20,4,5,0.1905,0.25,0.0595,0.5122,0.4878,-0.0244,0.4603,1.0,0.0839
V0289,27,14,13,2,1,0.1429,0.0769,-0.0659,0.5185,0.4815,-0.037,0.5447,0.8062,0.083
V0396,51,27,24,4,3,0.1481,0.125,-0.0231,0.5294,0.4706,-0.0588,0.2398,1.0,0.082
V0308,41,21,20,3,4,0.1429,0.2,0.0571,0.5122,0.4878,-0.0244,0.4861,1.0,0.0815
V0346,41,21,20,3,4,0.1429,0.2,0.0571,0.5122,0.4878,-0.0244,0.4861,1.0,0.0815
V0246,13,7,6,3,3,0.4286,0.5,0.0714,0.5385,0.4615,-0.0769,0.2575,0.5477,0.0813
V0091,74,37,37,3,6,0.0811,0.1622,0.0811,0.5,0.5,0.0,1.067,1.0,0.0811
V0530,29,15,14,2,1,0.1333,0.0714,-0.0619,0.5172,0.4828,-0.0345,0.547,0.8367,0.0806
V0016,50,25,25,8,6,0.32,0.24,-0.08,0.5,0.5,0.0,0.6299,1.0,0.08
V0121,43,22,21,4,5,0.1818,0.2381,0.0563,0.5116,0.4884,-0.0233,0.4534,1.0,0.0795
V0531,43,22,21,4,5,0.1818,0.2381,0.0563,0.5116,0.4884,-0.0233,0.4534,1.0,0.0795
V0006,16,8,8,0,1,0.0,0.125,0.125,0.5,0.5,0.0,1.0328,0.6325,0.0791
V0085,16,8,8,0,1,0.0,0.125,0.125,0.5,0.5,0.0,1.0328,0.6325,0.0791
V0194,16,8,8,0,1,0.0,0.125,0.125,0.5,0.5,0.0,1.0328,0.6325,0.0791
V0347,16,8,8,1,0,0.125,0.0,-0.125,0.5,0.5,0.0,1.0328,0.6325,0.0791
V0445,16,8,8,0,1,0.0,0.125,0.125,0.5,0.5,0.0,1.0328,0.6325,0.0791
V0482,16,8,8,0,1,0.0,0.125,0.125,0.5,0.5,0.0,1.0328,0.6325,0.0791
V0544,16,8,8,1,0,0.125,0.0,-0.125,0.5,0.5,0.0,1.0328,0.6325,0.0791
V0233,16,8,8,2,1,0.25,0.125,-0.125,0.5,0.5,0.0,0.6405,0.6325,0.0791
V0401,16,8,8,2,1,0.25,0.125,-0.125,0.5,0.5,0.0,0.6405,0.6325,0.0791
V0507,16,8,8,2,1,0.25,0.125,-0.125,0.5,0.5,0.0,0.6405,0.6325,0.0791
V0461,16,8,8,2,3,0.25,0.375,0.125,0.5,0.5,0.0,0.5394,0.6325,0.0791
V0277,71,36,35,6,8,0.1667,0.2286,0.0619,0.507,0.493,-0.0141,0.6554,1.0,0.076
V0123,45,23,22,4,5,0.1739,0.2273,0.0534,0.5111,0.4889,-0.0222,0.4473,1.0,0.0756
V0223,45,23,22,4,5,0.1739,0.2273,0.0534,0.5111,0.4889,-0.0222,0.4473,1.0,0.0756
V0127,43,22,21,2,3,0.0909,0.1429,0.0519,0.5116,0.4884,-0.0233,0.5312,1.0,0.0752
V0451,31,16,15,3,2,0.1875,0.1333,-0.0542,0.5161,0.4839,-0.0323,0.4098,0.866,0.0748
V0264,18,9,9,0,1,0.0,0.1111,0.1111,0.5,0.5,0.0,1.029,0.6708,0.0745
V0487,18,9,9,0,1,0.0,0.1111,0.1111,0.5,0.5,0.0,1.029,0.6708,0.0745
V0145,18,9,9,2,1,0.2222,0.1111,-0.1111,0.5,0.5,0.0,0.6325,0.6708,0.0745
V0456,18,9,9,2,1,0.2222,0.1111,-0.1111,0.5,0.5,0.0,0.6325,0.6708,0.0745
V0505,18,9,9,2,1,0.2222,0.1111,-0.1111,0.5,0.5,0.0,0.6325,0.6708,0.0745
V0331,18,9,9,3,2,0.3333,0.2222,-0.1111,0.5,0.5,0.0,0.5262,0.6708,0.0745
V0409,18,9,9,3,2,0.3333,0.2222,-0.1111,0.5,0.5,0.0,0.5262,0.6708,0.0745
V0295,55,29,26,5,4,0.1724,0.1538,-0.0186,0.5273,0.4727,-0.0545,0.1858,1.0,0.0731
V0309,56,28,28,4,6,0.1429,0.2143,0.0714,0.5,0.5,0.0,0.6978,1.0,0.0714
V0005,31,16,15,4,3,0.25,0.2,-0.05,0.5161,0.4839,-0.0323,0.3327,0.866,0.0712
V0250,15,8,7,3,3,0.375,0.4286,0.0536,0.5333,0.4667,-0.0667,0.2113,0.5916,0.0711
V0117,20,10,10,0,1,0.0,0.1,0.1,0.5,0.5,0.0,1.026,0.7071,0.0707
V0284,20,10,10,0,1,0.0,0.1,0.1,0.5,0.5,0.0,1.026,0.7071,0.0707
V0211,20,10,10,1,2,0.1,0.2,0.1,0.5,0.5,0.0,0.6262,0.7071,0.0707
V0243,20,10,10,1,2,0.1,0.2,0.1,0.5,0.5,0.0,0.6262,0.7071,0.0707
V0086,20,10,10,2,3,0.2,0.3,0.1,0.5,0.5,0.0,0.5164,0.7071,0.0707
V0412,20,10,10,2,3,0.2,0.3,0.1,0.5,0.5,0.0,0.5164,0.7071,0.0707
V0132,58,29,29,5,7,0.1724,0.2414,0.069,0.5,0.5,0.0,0.6483,1.0,0.069
V0239,13,7,6,2,2,0.2857,0.3333,0.0476,0.5385,0.4615,-0.0769,0.1854,0.5477,0.0682
V0324,13,7,6,2,2,0.2857,0.3333,0.0476,0.5385,0.4615,-0.0769,0.1854,0.5477,0.0682
V0002,22,11,11,1,0,0.0909,0.0,-0.0909,0.5,0.5,0.0,1.0235,0.7416,0.0674
V0299,22,11,11,0,1,0.0,0.0909,0.0909,0.5,0.5,0.0,1.0235,0.7416,0.0674
V0175,22,11,11,3,2,0.2727,0.1818,-0.0909,0.5,0.5,0.0,0.5087,0.7416,0.0674
V0538,22,11,11,3,2,0.2727,0.1818,-0.0909,0.5,0.5,0.0,0.5087,0.7416,0.0674
V0327,51,26,25,5,6,0.1923,0.24,0.0477,0.5098,0.4902,-0.0196,0.414,1.0,0.0673
V0274,37,19,18,4,3,0.2105,0.1667,-0.0439,0.5135,0.4865,-0.027,0.3405,0.9487,0.0672
V0342,39,20,19,4,3,0.2,0.1579,-0.0421,0.5128,0.4872,-0.0256,0.3425,0.9747,0.066
V0169,35,18,17,5,4,0.2778,0.2353,-0.0425,0.5143,0.4857,-0.0286,0.2874,0.922,0.0655
V0242,41,21,20,4,3,0.1905,0.15,-0.0405,0.5122,0.4878,-0.0244,0.3443,1.0,0.0649
V0022,24,12,12,2,3,0.1667,0.25,0.0833,0.5,0.5,0.0,0.5026,0.7746,0.0645
V0377,24,12,12,3,2,0.25,0.1667,-0.0833,0.5,0.5,0.0,0.5026,0.7746,0.0645
V0529,24,12,12,3,2,0.25,0.1667,-0.0833,0.5,0.5,0.0,0.5026,0.7746,0.0645
V0096,17,9,8,3,3,0.3333,0.375,0.0417,0.5294,0.4706,-0.0588,0.1794,0.6325,0.0636
V0437,33,17,16,6,5,0.3529,0.3125,-0.0404,0.5152,0.4848,-0.0303,0.2463,0.8944,0.0633
V0051,51,26,25,2,3,0.0769,0.12,0.0431,0.5098,0.4902,-0.0196,0.5172,1.0,0.0627
V0481,64,32,32,3,5,0.0938,0.1562,0.0625,0.5,0.5,0.0,0.7559,1.0,0.0625
V0119,64,32,32,6,4,0.1875,0.125,-0.0625,0.5,0.5,0.0,0.6885,1.0,0.0625
V0222,11,6,5,1,1,0.1667,0.2,0.0333,0.5455,0.4545,-0.0909,0.1427,0.5,0.0621
V0150,26,13,13,2,1,0.1538,0.0769,-0.0769,0.5,0.5,0.0,0.6138,0.8062,0.062
V0367,26,13,13,2,1,0.1538,0.0769,-0.0769,0.5,0.5,0.0,0.6138,0.8062,0.062
V0024,47,24,23,2,1,0.0833,0.0435,-0.0399,0.5106,0.4894,-0.0213,0.5587,1.0,0.0611
V0340,47,24,23,2,1,0.0833,0.0435,-0.0399,0.5106,0.4894,-0.0213,0.5587,1.0,0.0611
V0188,43,22,21,5,4,0.2273,0.1905,-0.0368,0.5116,0.4884,-0.0233,0.2965,1.0,0.0601
V0525,41,21,20,6,5,0.2857,0.25,-0.0357,0.5122,0.4878,-0.0244,0.258,1.0,0.0601
V0141,28,14,14,2,1,0.1429,0.0714,-0.0714,0.5,0.5,0.0,0.611,0.8367,0.0598
V0526,28,14,14,4,3,0.2857,0.2143,-0.0714,0.5,0.5,0.0,0.4364,0.8367,0.0598
V0071,47,24,23,3,2,0.125,0.087,-0.038,0.5106,0.4894,-0.0213,0.4229,1.0,0.0593
V0254,43,22,21,6,5,0.2727,0.2381,-0.0346,0.5116,0.4884,-0.0233,0.2602,1.0,0.0579
V0200,30,15,15,1,2,0.0667,0.1333,0.0667,0.5,0.5,0.0,0.6086,0.866,0.0577
V0410,30,15,15,2,1,0.1333,0.0667,-0.0667,0.5,0.5,0.0,0.6086,0.866,0.0577
V0510,30,15,15,3,2,0.2,0.1333,-0.0667,0.5,0.5,0.0,0.4899,0.866,0.0577
V0126,30,15,15,4,3,0.2667,0.2,-0.0667,0.5,0.5,0.0,0.4317,0.866,0.0577
V0043,51,26,25,2,1,0.0769,0.04,-0.0369,0.5098,0.4902,-0.0196,0.5602,1.0,0.0565
V0059,32,16,16,3,2,0.1875,0.125,-0.0625,0.5,0.5,0.0,0.4869,0.8944,0.0559
V0537,32,16,16,2,3,0.125,0.1875,0.0625,0.5,0.5,0.0,0.4869,0.8944,0.0559
V0013,32,16,16,4,3,0.25,0.1875,-0.0625,0.5,0.5,0.0,0.4276,0.8944,0.0559
V0027,32,16,16,3,4,0.1875,0.25,0.0625,0.5,0.5,0.0,0.4276,0.8944,0.0559
V0177,13,7,6,1,1,0.1429,0.1667,0.0238,0.5385,0.4615,-0.0769,0.1186,0.5477,0.0552
V0361,13,7,6,1,1,0.1429,0.1667,0.0238,0.5385,0.4615,-0.0769,0.1186,0.5477,0.0552
V0176,17,9,8,2,2,0.2222,0.25,0.0278,0.5294,0.4706,-0.0588,0.1348,0.6325,0.0548
V0358,17,9,8,2,2,0.2222,0.25,0.0278,0.5294,0.4706,-0.0588,0.1348,0.6325,0.0548
V0403,34,17,17,2,3,0.1176,0.1765,0.0588,0.5,0.5,0.0,0.4842,0.922,0.0542
V0093,34,17,17,5,4,0.2941,0.2353,-0.0588,0.5,0.5,0.0,0.3887,0.922,0.0542
V0025,61,31,30,4,5,0.129,0.1667,0.0376,0.5082,0.4918,-0.0164,0.4144,1.0,0.054
V0301,36,18,18,1,2,0.0556,0.1111,0.0556,0.5,0.5,0.0,0.603,0.9487,0.0527
V0178,49,25,24,6,5,0.24,0.2083,-0.0317,0.5102,0.4898,-0.0204,0.2656,1.0,0.0521
V0129,47,24,23,7,6,0.2917,0.2609,-0.0308,0.5106,0.4894,-0.0213,0.2359,1.0,0.0521
V0088,38,19,19,4,3,0.2105,0.1579,-0.0526,0.5,0.5,0.0,0.4185,0.9747,0.0513
V0335,38,19,19,4,3,0.2105,0.1579,-0.0526,0.5,0.5,0.0,0.4185,0.9747,0.0513
V0404,38,19,19,3,4,0.1579,0.2105,0.0526,0.5,0.5,0.0,0.4185,0.9747,0.0513
V0344,38,19,19,5,4,0.2632,0.2105,-0.0526,0.5,0.5,0.0,0.3816,0.9747,0.0513
V0146,19,10,9,2,2,0.2,0.2222,0.0222,0.5263,0.4737,-0.0526,0.1186,0.6708,0.0502
V0185,19,10,9,2,2,0.2,0.2222,0.0222,0.5263,0.4737,-0.0526,0.1186,0.6708,0.0502
V0353,19,10,9,2,2,0.2,0.2222,0.0222,0.5263,0.4737,-0.0526,0.1186,0.6708,0.0502
V0369,19,10,9,2,2,0.2,0.2222,0.0222,0.5263,0.4737,-0.0526,0.1186,0.6708,0.0502
V0427,19,10,9,2,2,0.2,0.2222,0.0222,0.5263,0.4737,-0.0526,0.1186,0.6708,0.0502
V0548,19,10,9,2,2,0.2,0.2222,0.0222,0.5263,0.4737,-0.0526,0.1186,0.6708,0.0502
V0064,40,20,20,2,3,0.1,0.15,0.05,0.5,0.5,0.0,0.4781,1.0,0.05
V0426,40,20,20,3,2,0.15,0.1,-0.05,0.5,0.5,0.0,0.4781,1.0,0.05
V0062,40,20,20,3,4,0.15,0.2,0.05,0.5,0.5,0.0,0.4161,1.0,0.05
V0256,40,20,20,3,4,0.15,0.2,0.05,0.5,0.5,0.0,0.4161,1.0,0.05
V0359,40,20,20,4,3,0.2,0.15,-0.05,0.5,0.5,0.0,0.4161,1.0,0.05
V0057,15,8,7,1,1,0.125,0.1429,0.0179,0.5333,0.4667,-0.0667,0.1015,0.5916,0.05
V0134,15,8,7,1,1,0.125,0.1429,0.0179,0.5333,0.4667,-0.0667,0.1015,0.5916,0.05
V0265,15,8,7,1,1,0.125,0.1429,0.0179,0.5333,0.4667,-0.0667,0.1015,0.5916,0.05
V0457,15,8,7,1,1,0.125,0.1429,0.0179,0.5333,0.4667,-0.0667,0.1015,0.5916,0.05
V0390,23,12,11,3,3,0.25,0.2727,0.0227,0.5217,0.4783,-0.0435,0.124,0.7416,0.0491
V0355,69,35,34,5,6,0.1429,0.1765,0.0336,0.5072,0.4928,-0.0145,0.3813,1.0,0.0481
V0460,42,21,21,3,2,0.1429,0.0952,-0.0476,0.5,0.5,0.0,0.4765,1.0,0.0476
V0195,42,21,21,5,6,0.2381,0.2857,0.0476,0.5,0.5,0.0,0.351,1.0,0.0476
V0376,27,14,13,4,4,0.2857,0.3077,0.022,0.5185,0.4815,-0.037,0.125,0.8062,0.0476
V0240,21,11,10,2,2,0.1818,0.2,0.0182,0.5238,0.4762,-0.0476,0.106,0.7071,0.0465
V0540,21,11,10,2,2,0.1818,0.2,0.0182,0.5238,0.4762,-0.0476,0.106,0.7071,0.0465
V0056,17,9,8,1,1,0.1111,0.125,0.0139,0.5294,0.4706,-0.0588,0.0887,0.6325,0.046
V0306,17,9,8,1,1,0.1111,0.125,0.0139,0.5294,0.4706,-0.0588,0.0887,0.6325,0.046
V0341,17,9,8,1,1,0.1111,0.125,0.0139,0.5294,0.4706,-0.0588,0.0887,0.6325,0.046
V0053,44,22,22,1,2,0.0455,0.0909,0.0455,0.5,0.5,0.0,0.5981,1.0,0.0455
V0113,46,23,23,2,3,0.087,0.1304,0.0435,0.5,0.5,0.0,0.4737,1.0,0.0435
V0248,46,23,23,2,3,0.087,0.1304,0.0435,0.5,0.5,0.0,0.4737,1.0,0.0435
V0270,27,14,13,3,3,0.2143,0.2308,0.0165,0.5185,0.4815,-0.037,0.1029,0.8062,0.0431
V0371,31,16,15,4,4,0.25,0.2667,0.0167,0.5161,0.4839,-0.0323,0.106,0.866,0.0424
V0172,48,24,24,4,3,0.1667,0.125,-0.0417,0.5,0.5,0.0,0.409,1.0,0.0417
V0310,35,18,17,5,5,0.2778,0.2941,0.0163,0.5143,0.4857,-0.0286,0.1069,0.922,0.0414
V0038,25,13,12,2,2,0.1538,0.1667,0.0128,0.52,0.48,-0.04,0.0874,0.7746,0.0409
V0349,29,15,14,3,3,0.2,0.2143,0.0143,0.5172,0.4828,-0.0345,0.0949,0.8367,0.0408
V0532,29,15,14,3,3,0.2,0.2143,0.0143,0.5172,0.4828,-0.0345,0.0949,0.8367,0.0408
V0198,21,11,10,1,1,0.0909,0.1,0.0091,0.5238,0.4762,-0.0476,0.0709,0.7071,0.0401
V0234,21,11,10,1,1,0.0909,0.1,0.0091,0.5238,0.4762,-0.0476,0.0709,0.7071,0.0401
V0279,21,11,10,1,1,0.0909,0.1,0.0091,0.5238,0.4762,-0.0476,0.0709,0.7071,0.0401
V0368,50,25,25,5,4,0.2,0.16,-0.04,0.5,0.5,0.0,0.3681,1.0,0.04
V0244,50,25,25,5,6,0.2,0.24,0.04,0.5,0.5,0.0,0.3414,1.0,0.04
V0061,37,19,18,5,5,0.2632,0.2778,0.0146,0.5135,0.4865,-0.027,0.1001,0.9487,0.0395
V0114,31,16,15,3,3,0.1875,0.2,0.0125,0.5161,0.4839,-0.0323,0.088,0.866,0.0388
V0182,35,18,17,4,4,0.2222,0.2353,0.0131,0.5143,0.4857,-0.0286,0.092,0.922,0.0384
V0549,23,12,11,1,1,0.0833,0.0909,0.0076,0.5217,0.4783,-0.0435,0.0644,0.7416,0.0379
V0039,56,28,28,4,5,0.1429,0.1786,0.0357,0.5,0.5,0.0,0.3639,1.0,0.0357
V0489,27,14,13,1,1,0.0714,0.0769,0.0055,0.5185,0.4815,-0.037,0.0545,0.8062,0.0343
V0455,43,22,21,5,5,0.2273,0.2381,0.0108,0.5116,0.4884,-0.0233,0.084,1.0,0.0341
V0255,33,17,16,2,2,0.1176,0.125,0.0074,0.5152,0.4848,-0.0303,0.0647,0.8944,0.0337
V0391,29,15,14,1,1,0.0667,0.0714,0.0048,0.5172,0.4828,-0.0345,0.0506,0.8367,0.0328
V0384,45,23,22,5,5,0.2174,0.2273,0.0099,0.5111,0.4889,-0.0222,0.0797,1.0,0.0321
V0392,33,17,16,1,1,0.0588,0.0625,0.0037,0.5152,0.4848,-0.0303,0.0442,0.8944,0.0304
V0381,41,21,20,2,2,0.0952,0.1,0.0048,0.5122,0.4878,-0.0244,0.0514,1.0,0.0292
V0028,45,23,22,3,3,0.1304,0.1364,0.0059,0.5111,0.4889,-0.0222,0.0585,1.0,0.0282
V0010,96,48,48,5,6,0.1042,0.125,0.0208,0.5,0.5,0.0,0.3204,1.0,0.0208
V0547,48,24,24,3,3,0.125,0.125,0.0,0.5,0.5,0.0,0.0,1.0,0.0
V0026,44,22,22,6,6,0.2727,0.2727,0.0,0.5,0.5,0.0,0.0,1.0,0.0
V0509,42,21,21,4,4,0.1905,0.1905,0.0,0.5,0.5,0.0,0.0,1.0,0.0
V0434,38,19,19,4,4,0.2105,0.2105,0.0,0.5,0.5,0.0,0.0,0.9747,0.0
V0078,36,18,18,4,4,0.2222,0.2222,0.0,0.5,0.5,0.0,0.0,0.9487,0.0
V0153,36,18,18,5,5,0.2778,0.2778,0.0,0.5,0.5,0.0,0.0,0.9487,0.0
V0488,36,18,18,2,2,0.1111,0.1111,0.0,0.5,0.5,0.0,0.0,0.9487,0.0
V0495,36,18,18,4,4,0.2222,0.2222,0.0,0.5,0.5,0.0,0.0,0.9487,0.0
V0228,34,17,17,2,2,0.1176,0.1176,0.0,0.5,0.5,0.0,0.0,0.922,0.0
V0516,32,16,16,2,2,0.125,0.125,0.0,0.5,0.5,0.0,0.0,0.8944,0.0
V0004,26,13,13,2,2,0.1538,0.1538,0.0,0.5,0.5,0.0,0.0,0.8062,0.0
V0164,24,12,12,3,3,0.25,0.25,0.0,0.5,0.5,0.0,0.0,0.7746,0.0
V0475,24,12,12,1,1,0.0833,0.0833,0.0,0.5,0.5,0.0,0.0,0.7746,0.0
V0232,22,11,11,1,1,0.0909,0.0909,0.0,0.5,0.5,0.0,0.0,0.7416,0.0
V0278,22,11,11,2,2,0.1818,0.1818,0.0,0.5,0.5,0.0,0.0,0.7416,0.0
V0386,22,11,11,3,3,0.2727,0.2727,0.0,0.5,0.5,0.0,0.0,0.7416,0.0
V0046,20,10,10,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.7071,0.0
V0092,20,10,10,3,3,0.3,0.3,0.0,0.5,0.5,0.0,0.0,0.7071,0.0
V0452,20,10,10,2,2,0.2,0.2,0.0,0.5,0.5,0.0,0.0,0.7071,0.0
V0060,18,9,9,2,2,0.2222,0.2222,0.0,0.5,0.5,0.0,0.0,0.6708,0.0
V0138,18,9,9,2,2,0.2222,0.2222,0.0,0.5,0.5,0.0,0.0,0.6708,0.0
V0202,18,9,9,1,1,0.1111,0.1111,0.0,0.5,0.5,0.0,0.0,0.6708,0.0
V0418,18,9,9,2,2,0.2222,0.2222,0.0,0.5,0.5,0.0,0.0,0.6708,0.0
V0465,18,9,9,2,2,0.2222,0.2222,0.0,0.5,0.5,0.0,0.0,0.6708,0.0
V0511,18,9,9,2,2,0.2222,0.2222,0.0,0.5,0.5,0.0,0.0,0.6708,0.0
V0539,18,9,9,1,1,0.1111,0.1111,0.0,0.5,0.5,0.0,0.0,0.6708,0.0
V0089,16,8,8,2,2,0.25,0.25,0.0,0.5,0.5,0.0,0.0,0.6325,0.0
V0160,16,8,8,1,1,0.125,0.125,0.0,0.5,0.5,0.0,0.0,0.6325,0.0
V0343,16,8,8,1,1,0.125,0.125,0.0,0.5,0.5,0.0,0.0,0.6325,0.0
V0490,16,8,8,2,2,0.25,0.25,0.0,0.5,0.5,0.0,0.0,0.6325,0.0
V0497,16,8,8,1,1,0.125,0.125,0.0,0.5,0.5,0.0,0.0,0.6325,0.0
V0542,16,8,8,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.6325,0.0
V0077,14,7,7,1,1,0.1429,0.1429,0.0,0.5,0.5,0.0,0.0,0.5916,0.0
V0165,14,7,7,1,1,0.1429,0.1429,0.0,0.5,0.5,0.0,0.0,0.5916,0.0
V0180,14,7,7,1,1,0.1429,0.1429,0.0,0.5,0.5,0.0,0.0,0.5916,0.0
V0181,14,7,7,1,1,0.1429,0.1429,0.0,0.5,0.5,0.0,0.0,0.5916,0.0
V0479,14,7,7,1,1,0.1429,0.1429,0.0,0.5,0.5,0.0,0.0,0.5916,0.0
V0492,14,7,7,1,1,0.1429,0.1429,0.0,0.5,0.5,0.0,0.0,0.5916,0.0
V0018,12,6,6,1,1,0.1667,0.1667,0.0,0.5,0.5,0.0,0.0,0.5477,0.0
V0099,12,6,6,1,1,0.1667,0.1667,0.0,0.5,0.5,0.0,0.0,0.5477,0.0
V0168,12,6,6,1,1,0.1667,0.1667,0.0,0.5,0.5,0.0,0.0,0.5477,0.0
V0535,10,5,5,2,2,0.4,0.4,0.0,0.5,0.5,0.0,0.0,0.5,0.0
