vendor_id,evidence_family,evidence_strength,family_weight,context_adjustment,adjusted_strength,explanation
V0193,cooccurrence,1.0,1.0,0.62,0.62,3 shared tenders; 36.35x expected contextual co-occurrence
V0029,cooccurrence,0.7436666666666666,1.0,0.625,0.4647916666666666,3 shared tenders; 6.46x expected contextual co-occurrence
V0373,cooccurrence,0.7436666666666666,1.0,0.625,0.4647916666666666,3 shared tenders; 6.46x expected contextual co-occurrence
V0028,cooccurrence,0.7433333333333333,1.0,0.659,0.48985666666666666,6 shared tenders; 6.46x expected contextual co-occurrence
V0158,cooccurrence,0.7433333333333333,1.0,0.659,0.48985666666666666,6 shared tenders; 6.46x expected contextual co-occurrence
V0007,cooccurrence,0.743,1.0,0.725,0.538675,5 shared tenders; 6.46x expected contextual co-occurrence
V0301,cooccurrence,0.743,1.0,0.725,0.538675,5 shared tenders; 6.46x expected contextual co-occurrence
V0274,cooccurrence,0.7425,1.0,0.74,0.54945,4 shared tenders; 6.46x expected contextual co-occurrence
V0364,cooccurrence,0.7425,1.0,0.74,0.54945,4 shared tenders; 6.46x expected contextual co-occurrence
V0153,cooccurrence,0.742,1.0,0.697,0.5171739999999999,4 shared tenders; 6.45x expected contextual co-occurrence
V0410,cooccurrence,0.742,1.0,0.697,0.5171739999999999,4 shared tenders; 6.45x expected contextual co-occurrence
V0280,cooccurrence,0.742,1.0,0.627,0.465234,4 shared tenders; 6.45x expected contextual co-occurrence
V0292,cooccurrence,0.742,1.0,0.627,0.465234,4 shared tenders; 6.45x expected contextual co-occurrence
V0172,cooccurrence,0.7414999999999999,1.0,0.743,0.5509345,5 shared tenders; 6.45x expected contextual co-occurrence
V0510,cooccurrence,0.7414999999999999,1.0,0.743,0.5509345,5 shared tenders; 6.45x expected contextual co-occurrence
V0231,cooccurrence,0.7414999999999999,1.0,0.55,0.407825,5 shared tenders; 6.45x expected contextual co-occurrence
V0308,cooccurrence,0.7414999999999999,1.0,0.55,0.407825,5 shared tenders; 6.45x expected contextual co-occurrence
V0230,cooccurrence,0.7403333333333334,1.0,0.766,0.5670953333333334,4 shared tenders; 6.44x expected contextual co-occurrence
V0402,cooccurrence,0.7403333333333334,1.0,0.766,0.5670953333333334,4 shared tenders; 6.44x expected contextual co-occurrence
V0007,cooccurrence,0.7403333333333334,1.0,0.67,0.4960233333333334,3 shared tenders; 6.44x expected contextual co-occurrence
V0211,cooccurrence,0.7403333333333334,1.0,0.67,0.4960233333333334,3 shared tenders; 6.44x expected contextual co-occurrence
V0415,cooccurrence,0.7398333333333333,1.0,0.747,0.5526555,3 shared tenders; 6.44x expected contextual co-occurrence
V0510,cooccurrence,0.7398333333333333,1.0,0.747,0.5526555,3 shared tenders; 6.44x expected contextual co-occurrence
V0062,cooccurrence,0.7396666666666666,1.0,0.584,0.43196533333333326,9 shared tenders; 6.44x expected contextual co-occurrence
V0215,cooccurrence,0.7396666666666666,1.0,0.584,0.43196533333333326,9 shared tenders; 6.44x expected contextual co-occurrence
V0127,cooccurrence,0.739,1.0,0.581,0.429359,4 shared tenders; 6.43x expected contextual co-occurrence
V0198,cooccurrence,0.739,1.0,0.581,0.429359,4 shared tenders; 6.43x expected contextual co-occurrence
V0259,cooccurrence,0.7385,1.0,0.722,0.533197,5 shared tenders; 6.43x expected contextual co-occurrence
V0383,cooccurrence,0.7385,1.0,0.722,0.533197,5 shared tenders; 6.43x expected contextual co-occurrence
V0247,cooccurrence,0.7383333333333333,1.0,0.615,0.45407499999999995,6 shared tenders; 6.43x expected contextual co-occurrence
V0387,cooccurrence,0.7383333333333333,1.0,0.615,0.45407499999999995,6 shared tenders; 6.43x expected contextual co-occurrence
V0289,cooccurrence,0.7381666666666667,1.0,0.764,0.5639593333333334,3 shared tenders; 6.43x expected contextual co-occurrence
V0437,cooccurrence,0.7381666666666667,1.0,0.764,0.5639593333333334,3 shared tenders; 6.43x expected contextual co-occurrence
V0119,cooccurrence,0.7376666666666667,1.0,0.658,0.4853846666666667,5 shared tenders; 6.43x expected contextual co-occurrence
V0447,cooccurrence,0.7376666666666667,1.0,0.658,0.4853846666666667,5 shared tenders; 6.43x expected contextual co-occurrence
V0242,cooccurrence,0.7374999999999999,1.0,0.72,0.5309999999999999,6 shared tenders; 6.42x expected contextual co-occurrence
V0504,cooccurrence,0.7374999999999999,1.0,0.72,0.5309999999999999,6 shared tenders; 6.42x expected contextual co-occurrence
V0092,cooccurrence,0.737,1.0,0.655,0.482735,4 shared tenders; 6.42x expected contextual co-occurrence
V0327,cooccurrence,0.737,1.0,0.655,0.482735,4 shared tenders; 6.42x expected contextual co-occurrence
V0174,cooccurrence,0.7366666666666667,1.0,0.589,0.43389666666666665,4 shared tenders; 6.42x expected contextual co-occurrence
V0215,cooccurrence,0.7366666666666667,1.0,0.589,0.43389666666666665,4 shared tenders; 6.42x expected contextual co-occurrence
V0080,cooccurrence,0.7363333333333334,1.0,0.651,0.4793530000000001,4 shared tenders; 6.42x expected contextual co-occurrence
V0367,cooccurrence,0.7363333333333334,1.0,0.651,0.4793530000000001,4 shared tenders; 6.42x expected contextual co-occurrence
V0073,cooccurrence,0.7361666666666666,1.0,0.64,0.47114666666666666,3 shared tenders; 6.42x expected contextual co-occurrence
V0357,cooccurrence,0.7361666666666666,1.0,0.64,0.47114666666666666,3 shared tenders; 6.42x expected contextual co-occurrence
V0213,cooccurrence,0.7358333333333333,1.0,0.617,0.4540091666666667,3 shared tenders; 6.42x expected contextual co-occurrence
V0291,cooccurrence,0.7358333333333333,1.0,0.617,0.4540091666666667,3 shared tenders; 6.42x expected contextual co-occurrence
V0392,cooccurrence,0.7355,1.0,0.626,0.460423,5 shared tenders; 6.41x expected contextual co-occurrence
V0417,cooccurrence,0.7355,1.0,0.626,0.460423,5 shared tenders; 6.41x expected contextual co-occurrence
V0159,cooccurrence,0.7355,1.0,0.701,0.5155855,6 shared tenders; 6.41x expected contextual co-occurrence
V0525,cooccurrence,0.7355,1.0,0.701,0.5155855,6 shared tenders; 6.41x expected contextual co-occurrence
V0338,cooccurrence,0.7351666666666666,1.0,0.615,0.45212749999999996,3 shared tenders; 6.41x expected contextual co-occurrence
V0497,cooccurrence,0.7351666666666666,1.0,0.615,0.45212749999999996,3 shared tenders; 6.41x expected contextual co-occurrence
V0211,cooccurrence,0.7351666666666666,1.0,0.615,0.45212749999999996,3 shared tenders; 6.41x expected contextual co-occurrence
V0301,cooccurrence,0.7351666666666666,1.0,0.615,0.45212749999999996,3 shared tenders; 6.41x expected contextual co-occurrence
V0313,cooccurrence,0.7346666666666667,1.0,0.622,0.4569626666666667,3 shared tenders; 6.41x expected contextual co-occurrence
V0496,cooccurrence,0.7346666666666667,1.0,0.622,0.4569626666666667,3 shared tenders; 6.41x expected contextual co-occurrence
V0368,cooccurrence,0.7345,1.0,0.598,0.439231,3 shared tenders; 6.41x expected contextual co-occurrence
V0480,cooccurrence,0.7345,1.0,0.598,0.439231,3 shared tenders; 6.41x expected contextual co-occurrence
V0029,cooccurrence,0.7343333333333333,1.0,0.719,0.5279856666666666,4 shared tenders; 6.41x expected contextual co-occurrence
V0512,cooccurrence,0.7343333333333333,1.0,0.719,0.5279856666666666,4 shared tenders; 6.41x expected contextual co-occurrence
V0280,cooccurrence,0.734,1.0,0.615,0.45141,3 shared tenders; 6.40x expected contextual co-occurrence
V0412,cooccurrence,0.734,1.0,0.615,0.45141,3 shared tenders; 6.40x expected contextual co-occurrence
V0120,cooccurrence,0.7328333333333333,1.0,0.631,0.46241783333333336,5 shared tenders; 6.40x expected contextual co-occurrence
V0313,cooccurrence,0.7328333333333333,1.0,0.631,0.46241783333333336,5 shared tenders; 6.40x expected contextual co-occurrence
V0402,cooccurrence,0.7328333333333333,1.0,0.649,0.47560883333333337,4 shared tenders; 6.40x expected contextual co-occurrence
V0458,cooccurrence,0.7328333333333333,1.0,0.649,0.47560883333333337,4 shared tenders; 6.40x expected contextual co-occurrence
V0219,cooccurrence,0.7321666666666666,1.0,0.678,0.496409,9 shared tenders; 6.39x expected contextual co-occurrence
V0379,cooccurrence,0.7321666666666666,1.0,0.678,0.496409,9 shared tenders; 6.39x expected contextual co-occurrence
V0172,cooccurrence,0.7316666666666666,1.0,0.705,0.5158249999999999,4 shared tenders; 6.39x expected contextual co-occurrence
V0356,cooccurrence,0.7316666666666666,1.0,0.705,0.5158249999999999,4 shared tenders; 6.39x expected contextual co-occurrence
V0002,cooccurrence,0.7315,1.0,0.652,0.47693800000000003,5 shared tenders; 6.39x expected contextual co-occurrence
V0132,cooccurrence,0.7315,1.0,0.652,0.47693800000000003,5 shared tenders; 6.39x expected contextual co-occurrence
V0291,cooccurrence,0.7311666666666666,1.0,0.615,0.4496675,3 shared tenders; 6.39x expected contextual co-occurrence
V0369,cooccurrence,0.7311666666666666,1.0,0.615,0.4496675,3 shared tenders; 6.39x expected contextual co-occurrence
V0473,cooccurrence,0.731,1.0,0.55,0.40205,3 shared tenders; 6.39x expected contextual co-occurrence
V0523,cooccurrence,0.731,1.0,0.55,0.40205,3 shared tenders; 6.39x expected contextual co-occurrence
V0211,cooccurrence,0.7308333333333333,1.0,0.63,0.46042500000000003,3 shared tenders; 6.38x expected contextual co-occurrence
V0370,cooccurrence,0.7308333333333333,1.0,0.63,0.46042500000000003,3 shared tenders; 6.38x expected contextual co-occurrence
V0092,cooccurrence,0.7298333333333332,1.0,0.578,0.42184366666666656,3 shared tenders; 6.38x expected contextual co-occurrence
V0319,cooccurrence,0.7298333333333332,1.0,0.578,0.42184366666666656,3 shared tenders; 6.38x expected contextual co-occurrence
V0201,cooccurrence,0.7293333333333334,1.0,0.63,0.45948000000000006,4 shared tenders; 6.38x expected contextual co-occurrence
V0468,cooccurrence,0.7293333333333334,1.0,0.63,0.45948000000000006,4 shared tenders; 6.38x expected contextual co-occurrence
V0063,cooccurrence,0.7285,1.0,0.612,0.445842,5 shared tenders; 6.37x expected contextual co-occurrence
V0424,cooccurrence,0.7285,1.0,0.612,0.445842,5 shared tenders; 6.37x expected contextual co-occurrence
V0039,cooccurrence,0.7283333333333334,1.0,0.742,0.5404233333333334,5 shared tenders; 6.37x expected contextual co-occurrence
V0150,cooccurrence,0.7283333333333334,1.0,0.742,0.5404233333333334,5 shared tenders; 6.37x expected contextual co-occurrence
V0208,cooccurrence,0.7281666666666666,1.0,0.764,0.5563193333333333,3 shared tenders; 6.37x expected contextual co-occurrence
V0209,cooccurrence,0.7281666666666666,1.0,0.764,0.5563193333333333,3 shared tenders; 6.37x expected contextual co-occurrence
V0370,cooccurrence,0.7280000000000001,1.0,0.613,0.44626400000000005,4 shared tenders; 6.37x expected contextual co-occurrence
V0468,cooccurrence,0.7280000000000001,1.0,0.613,0.44626400000000005,4 shared tenders; 6.37x expected contextual co-occurrence
V0369,cooccurrence,0.7275,1.0,0.665,0.48378750000000004,4 shared tenders; 6.37x expected contextual co-occurrence
V0513,cooccurrence,0.7275,1.0,0.665,0.48378750000000004,4 shared tenders; 6.37x expected contextual co-occurrence
V0172,cooccurrence,0.727,1.0,0.57,0.41439,6 shared tenders; 6.36x expected contextual co-occurrence
V0313,cooccurrence,0.727,1.0,0.57,0.41439,6 shared tenders; 6.36x expected contextual co-occurrence
V0026,cooccurrence,0.7261666666666667,1.0,0.651,0.47273450000000006,11 shared tenders; 6.36x expected contextual co-occurrence
V0119,cooccurrence,0.7261666666666667,1.0,0.651,0.47273450000000006,11 shared tenders; 6.36x expected contextual co-occurrence
V0270,cooccurrence,0.7261666666666667,1.0,0.595,0.43206916666666667,3 shared tenders; 6.36x expected contextual co-occurrence
V0362,cooccurrence,0.7261666666666667,1.0,0.595,0.43206916666666667,3 shared tenders; 6.36x expected contextual co-occurrence
V0274,cooccurrence,0.726,1.0,0.627,0.455202,3 shared tenders; 6.36x expected contextual co-occurrence
V0541,cooccurrence,0.726,1.0,0.627,0.455202,3 shared tenders; 6.36x expected contextual co-occurrence
V0346,cooccurrence,0.7256666666666667,1.0,0.66,0.47894000000000003,3 shared tenders; 6.35x expected contextual co-occurrence
V0427,cooccurrence,0.7256666666666667,1.0,0.66,0.47894000000000003,3 shared tenders; 6.35x expected contextual co-occurrence
V0114,cooccurrence,0.7253333333333334,1.0,0.709,0.5142613333333333,4 shared tenders; 6.35x expected contextual co-occurrence
V0153,cooccurrence,0.7253333333333334,1.0,0.709,0.5142613333333333,4 shared tenders; 6.35x expected contextual co-occurrence
V0307,cooccurrence,0.7253333333333334,1.0,0.593,0.43012266666666665,3 shared tenders; 6.35x expected contextual co-occurrence
V0543,cooccurrence,0.7253333333333334,1.0,0.593,0.43012266666666665,3 shared tenders; 6.35x expected contextual co-occurrence
V0417,cooccurrence,0.7253333333333334,1.0,0.658,0.4772693333333334,3 shared tenders; 6.35x expected contextual co-occurrence
V0501,cooccurrence,0.7253333333333334,1.0,0.658,0.4772693333333334,3 shared tenders; 6.35x expected contextual co-occurrence
V0224,cooccurrence,0.7248333333333333,1.0,0.64,0.4638933333333333,5 shared tenders; 6.35x expected contextual co-occurrence
V0366,cooccurrence,0.7248333333333333,1.0,0.64,0.4638933333333333,5 shared tenders; 6.35x expected contextual co-occurrence
V0039,cooccurrence,0.7248333333333333,1.0,0.64,0.4638933333333333,6 shared tenders; 6.35x expected contextual co-occurrence
V0270,cooccurrence,0.7248333333333333,1.0,0.64,0.4638933333333333,6 shared tenders; 6.35x expected contextual co-occurrence
V0308,cooccurrence,0.7246666666666667,1.0,0.659,0.4775553333333334,6 shared tenders; 6.35x expected contextual co-occurrence
V0434,cooccurrence,0.7246666666666667,1.0,0.659,0.4775553333333334,6 shared tenders; 6.35x expected contextual co-occurrence
V0152,cooccurrence,0.7243333333333334,1.0,0.55,0.39838333333333337,3 shared tenders; 6.35x expected contextual co-occurrence
V0231,cooccurrence,0.7243333333333334,1.0,0.55,0.39838333333333337,3 shared tenders; 6.35x expected contextual co-occurrence
V0033,cooccurrence,0.7243333333333334,1.0,0.55,0.39838333333333337,3 shared tenders; 6.35x expected contextual co-occurrence
V0262,cooccurrence,0.7243333333333334,1.0,0.55,0.39838333333333337,3 shared tenders; 6.35x expected contextual co-occurrence
V0216,cooccurrence,0.7241666666666666,1.0,0.615,0.4453625,4 shared tenders; 6.34x expected contextual co-occurrence
V0332,cooccurrence,0.7241666666666666,1.0,0.615,0.4453625,4 shared tenders; 6.34x expected contextual co-occurrence
V0078,cooccurrence,0.7236666666666666,1.0,0.578,0.4182793333333332,3 shared tenders; 6.34x expected contextual co-occurrence
V0251,cooccurrence,0.7236666666666666,1.0,0.578,0.4182793333333332,3 shared tenders; 6.34x expected contextual co-occurrence
V0368,cooccurrence,0.7233333333333333,1.0,0.634,0.4585933333333333,4 shared tenders; 6.34x expected contextual co-occurrence
V0430,cooccurrence,0.7233333333333333,1.0,0.634,0.4585933333333333,4 shared tenders; 6.34x expected contextual co-occurrence
V0088,cooccurrence,0.7228333333333333,1.0,0.626,0.4524936666666667,4 shared tenders; 6.34x expected contextual co-occurrence
V0429,cooccurrence,0.7228333333333333,1.0,0.626,0.4524936666666667,4 shared tenders; 6.34x expected contextual co-occurrence
V0080,cooccurrence,0.7226666666666667,1.0,0.692,0.5000853333333333,5 shared tenders; 6.34x expected contextual co-occurrence
V0162,cooccurrence,0.7226666666666667,1.0,0.692,0.5000853333333333,5 shared tenders; 6.34x expected contextual co-occurrence
V0104,cooccurrence,0.7225,1.0,0.649,0.46890250000000006,4 shared tenders; 6.33x expected contextual co-occurrence
V0119,cooccurrence,0.7225,1.0,0.649,0.46890250000000006,4 shared tenders; 6.33x expected contextual co-occurrence
V0346,cooccurrence,0.7225,1.0,0.693,0.5006925,6 shared tenders; 6.33x expected contextual co-occurrence
V0359,cooccurrence,0.7225,1.0,0.693,0.5006925,6 shared tenders; 6.33x expected contextual co-occurrence
V0271,cooccurrence,0.7216666666666667,1.0,0.668,0.48207333333333335,3 shared tenders; 6.33x expected contextual co-occurrence
V0470,cooccurrence,0.7216666666666667,1.0,0.668,0.48207333333333335,3 shared tenders; 6.33x expected contextual co-occurrence
V0310,cooccurrence,0.7211666666666666,1.0,0.686,0.4947203333333333,4 shared tenders; 6.33x expected contextual co-occurrence
V0364,cooccurrence,0.7211666666666666,1.0,0.686,0.4947203333333333,4 shared tenders; 6.33x expected contextual co-occurrence
V0011,cooccurrence,0.721,1.0,0.607,0.43764699999999995,3 shared tenders; 6.33x expected contextual co-occurrence
V0539,cooccurrence,0.721,1.0,0.607,0.43764699999999995,3 shared tenders; 6.33x expected contextual co-occurrence
V0277,cooccurrence,0.7206666666666667,1.0,0.653,0.47059533333333337,11 shared tenders; 6.32x expected contextual co-occurrence
V0407,cooccurrence,0.7206666666666667,1.0,0.653,0.47059533333333337,11 shared tenders; 6.32x expected contextual co-occurrence
V0119,cooccurrence,0.7205,1.0,0.68,0.48994000000000004,10 shared tenders; 6.32x expected contextual co-occurrence
V0460,cooccurrence,0.7205,1.0,0.68,0.48994000000000004,10 shared tenders; 6.32x expected contextual co-occurrence
V0197,cooccurrence,0.7203333333333334,1.0,0.569,0.40986966666666663,3 shared tenders; 6.32x expected contextual co-occurrence
V0303,cooccurrence,0.7203333333333334,1.0,0.569,0.40986966666666663,3 shared tenders; 6.32x expected contextual co-occurrence
V0292,cooccurrence,0.7203333333333334,1.0,0.724,0.5215213333333334,5 shared tenders; 6.32x expected contextual co-occurrence
V0379,cooccurrence,0.7203333333333334,1.0,0.724,0.5215213333333334,5 shared tenders; 6.32x expected contextual co-occurrence
V0388,cooccurrence,0.7198333333333333,1.0,0.656,0.47221066666666667,3 shared tenders; 6.32x expected contextual co-occurrence
V0504,cooccurrence,0.7198333333333333,1.0,0.656,0.47221066666666667,3 shared tenders; 6.32x expected contextual co-occurrence
V0380,cooccurrence,0.7196666666666666,1.0,0.66,0.47497999999999996,6 shared tenders; 6.32x expected contextual co-occurrence
V0419,cooccurrence,0.7196666666666666,1.0,0.66,0.47497999999999996,6 shared tenders; 6.32x expected contextual co-occurrence
V0002,cooccurrence,0.7193333333333333,1.0,0.593,0.4265646666666666,3 shared tenders; 6.32x expected contextual co-occurrence
V0082,cooccurrence,0.7193333333333333,1.0,0.593,0.4265646666666666,3 shared tenders; 6.32x expected contextual co-occurrence
V0327,cooccurrence,0.7191666666666667,1.0,0.699,0.5026975,7 shared tenders; 6.32x expected contextual co-occurrence
V0352,cooccurrence,0.7191666666666667,1.0,0.699,0.5026975,7 shared tenders; 6.32x expected contextual co-occurrence
V0244,cooccurrence,0.7185,1.0,0.669,0.48067650000000006,10 shared tenders; 6.31x expected contextual co-occurrence
V0379,cooccurrence,0.7185,1.0,0.669,0.48067650000000006,10 shared tenders; 6.31x expected contextual co-occurrence
V0061,cooccurrence,0.7173333333333334,1.0,0.578,0.41461866666666664,5 shared tenders; 6.30x expected contextual co-occurrence
V0414,cooccurrence,0.7173333333333334,1.0,0.578,0.41461866666666664,5 shared tenders; 6.30x expected contextual co-occurrence
V0255,cooccurrence,0.7165,1.0,0.665,0.4764725,3 shared tenders; 6.30x expected contextual co-occurrence
V0397,cooccurrence,0.7165,1.0,0.665,0.4764725,3 shared tenders; 6.30x expected contextual co-occurrence
V0418,cooccurrence,0.7163333333333334,1.0,0.65,0.46561666666666673,3 shared tenders; 6.30x expected contextual co-occurrence
V0531,cooccurrence,0.7163333333333334,1.0,0.65,0.46561666666666673,3 shared tenders; 6.30x expected contextual co-occurrence
V0038,cooccurrence,0.7155,1.0,0.73,0.522315,5 shared tenders; 6.29x expected contextual co-occurrence
V0132,cooccurrence,0.7155,1.0,0.73,0.522315,5 shared tenders; 6.29x expected contextual co-occurrence
V0335,cooccurrence,0.715,1.0,0.701,0.501215,3 shared tenders; 6.29x expected contextual co-occurrence
V0373,cooccurrence,0.715,1.0,0.701,0.501215,3 shared tenders; 6.29x expected contextual co-occurrence
V0410,cooccurrence,0.7146666666666667,1.0,0.755,0.5395733333333333,3 shared tenders; 6.29x expected contextual co-occurrence
V0510,cooccurrence,0.7146666666666667,1.0,0.755,0.5395733333333333,3 shared tenders; 6.29x expected contextual co-occurrence
V0115,cooccurrence,0.7146666666666667,1.0,0.55,0.3930666666666667,3 shared tenders; 6.29x expected contextual co-occurrence
V0230,cooccurrence,0.7146666666666667,1.0,0.55,0.3930666666666667,3 shared tenders; 6.29x expected contextual co-occurrence
V0152,cooccurrence,0.7143333333333333,1.0,0.55,0.3928833333333333,4 shared tenders; 6.29x expected contextual co-occurrence
V0336,cooccurrence,0.7143333333333333,1.0,0.55,0.3928833333333333,4 shared tenders; 6.29x expected contextual co-occurrence
V0081,cooccurrence,0.7143333333333333,1.0,0.55,0.3928833333333333,4 shared tenders; 6.29x expected contextual co-occurrence
V0387,cooccurrence,0.7143333333333333,1.0,0.55,0.3928833333333333,4 shared tenders; 6.29x expected contextual co-occurrence
V0064,cooccurrence,0.7141666666666667,1.0,0.603,0.43064250000000004,3 shared tenders; 6.29x expected contextual co-occurrence
V0487,cooccurrence,0.7141666666666667,1.0,0.603,0.43064250000000004,3 shared tenders; 6.29x expected contextual co-occurrence
V0119,cooccurrence,0.7136666666666667,1.0,0.731,0.5216903333333334,11 shared tenders; 6.28x expected contextual co-occurrence
V0307,cooccurrence,0.7136666666666667,1.0,0.731,0.5216903333333334,11 shared tenders; 6.28x expected contextual co-occurrence
V0051,cooccurrence,0.713,1.0,0.666,0.474858,5 shared tenders; 6.28x expected contextual co-occurrence
V0065,cooccurrence,0.713,1.0,0.666,0.474858,5 shared tenders; 6.28x expected contextual co-occurrence
V0010,cooccurrence,0.7125,1.0,0.612,0.43605,24 shared tenders; 6.28x expected contextual co-occurrence
V0025,cooccurrence,0.7125,1.0,0.612,0.43605,24 shared tenders; 6.28x expected contextual co-occurrence
V0383,cooccurrence,0.7123333333333334,1.0,0.662,0.47156466666666674,3 shared tenders; 6.27x expected contextual co-occurrence
V0514,cooccurrence,0.7123333333333334,1.0,0.662,0.47156466666666674,3 shared tenders; 6.27x expected contextual co-occurrence
V0042,cooccurrence,0.7121666666666666,1.0,0.615,0.43798249999999994,3 shared tenders; 6.27x expected contextual co-occurrence
V0069,cooccurrence,0.7121666666666666,1.0,0.615,0.43798249999999994,3 shared tenders; 6.27x expected contextual co-occurrence
V0396,cooccurrence,0.7116666666666666,1.0,0.597,0.42486499999999994,3 shared tenders; 6.27x expected contextual co-occurrence
V0479,cooccurrence,0.7116666666666666,1.0,0.597,0.42486499999999994,3 shared tenders; 6.27x expected contextual co-occurrence
V0178,cooccurrence,0.7111666666666667,1.0,0.691,0.49141616666666665,8 shared tenders; 6.27x expected contextual co-occurrence
V0384,cooccurrence,0.7111666666666667,1.0,0.691,0.49141616666666665,8 shared tenders; 6.27x expected contextual co-occurrence
V0292,cooccurrence,0.7108333333333333,1.0,0.767,0.5452091666666666,3 shared tenders; 6.26x expected contextual co-occurrence
V0523,cooccurrence,0.7108333333333333,1.0,0.767,0.5452091666666666,3 shared tenders; 6.26x expected contextual co-occurrence
V0122,cooccurrence,0.7103333333333333,1.0,0.721,0.5121503333333333,5 shared tenders; 6.26x expected contextual co-occurrence
V0322,cooccurrence,0.7103333333333333,1.0,0.721,0.5121503333333333,5 shared tenders; 6.26x expected contextual co-occurrence
V0041,cooccurrence,0.7103333333333333,1.0,0.628,0.4460893333333333,7 shared tenders; 6.26x expected contextual co-occurrence
V0223,cooccurrence,0.7103333333333333,1.0,0.628,0.4460893333333333,7 shared tenders; 6.26x expected contextual co-occurrence
V0151,cooccurrence,0.7103333333333333,1.0,0.653,0.46384766666666666,3 shared tenders; 6.26x expected contextual co-occurrence
V0523,cooccurrence,0.7103333333333333,1.0,0.653,0.46384766666666666,3 shared tenders; 6.26x expected contextual co-occurrence
V0169,cooccurrence,0.7101666666666667,1.0,0.649,0.4608981666666667,5 shared tenders; 6.26x expected contextual co-occurrence
V0533,cooccurrence,0.7101666666666667,1.0,0.649,0.4608981666666667,5 shared tenders; 6.26x expected contextual co-occurrence
V0093,cooccurrence,0.7096666666666667,1.0,0.766,0.5436046666666666,4 shared tenders; 6.26x expected contextual co-occurrence
V0122,cooccurrence,0.7096666666666667,1.0,0.766,0.5436046666666666,4 shared tenders; 6.26x expected contextual co-occurrence
V0159,cooccurrence,0.7083333333333334,1.0,0.55,0.3895833333333334,4 shared tenders; 6.25x expected contextual co-occurrence
V0191,cooccurrence,0.7083333333333334,1.0,0.55,0.3895833333333334,4 shared tenders; 6.25x expected contextual co-occurrence
V0280,cooccurrence,0.7080000000000001,1.0,0.738,0.5225040000000001,5 shared tenders; 6.25x expected contextual co-occurrence
V0504,cooccurrence,0.7080000000000001,1.0,0.738,0.5225040000000001,5 shared tenders; 6.25x expected contextual co-occurrence
V0002,cooccurrence,0.7080000000000001,1.0,0.632,0.4474560000000001,4 shared tenders; 6.25x expected contextual co-occurrence
V0014,cooccurrence,0.7080000000000001,1.0,0.632,0.4474560000000001,4 shared tenders; 6.25x expected contextual co-occurrence
V0200,cooccurrence,0.7068333333333333,1.0,0.599,0.42339316666666665,3 shared tenders; 6.24x expected contextual co-occurrence
V0475,cooccurrence,0.7068333333333333,1.0,0.599,0.42339316666666665,3 shared tenders; 6.24x expected contextual co-occurrence
V0407,cooccurrence,0.7066666666666667,1.0,0.639,0.45156,10 shared tenders; 6.24x expected contextual co-occurrence
V0481,cooccurrence,0.7066666666666667,1.0,0.639,0.45156,10 shared tenders; 6.24x expected contextual co-occurrence
V0010,cooccurrence,0.7063333333333334,1.0,0.626,0.4421646666666667,26 shared tenders; 6.24x expected contextual co-occurrence
V0144,cooccurrence,0.7063333333333334,1.0,0.626,0.4421646666666667,26 shared tenders; 6.24x expected contextual co-occurrence
V0079,cooccurrence,0.7056666666666667,1.0,0.655,0.4622116666666667,4 shared tenders; 6.23x expected contextual co-occurrence
V0336,cooccurrence,0.7056666666666667,1.0,0.655,0.4622116666666667,4 shared tenders; 6.23x expected contextual co-occurrence
V0011,cooccurrence,0.7053333333333334,1.0,0.648,0.457056,4 shared tenders; 6.23x expected contextual co-occurrence
V0231,cooccurrence,0.7053333333333334,1.0,0.648,0.457056,4 shared tenders; 6.23x expected contextual co-occurrence
V0470,cooccurrence,0.7051666666666666,1.0,0.658,0.46399966666666664,4 shared tenders; 6.23x expected contextual co-occurrence
V0516,cooccurrence,0.7051666666666666,1.0,0.658,0.46399966666666664,4 shared tenders; 6.23x expected contextual co-occurrence
V0007,cooccurrence,0.7051666666666666,1.0,0.632,0.4456653333333333,4 shared tenders; 6.23x expected contextual co-occurrence
V0362,cooccurrence,0.7051666666666666,1.0,0.632,0.4456653333333333,4 shared tenders; 6.23x expected contextual co-occurrence
V0039,cooccurrence,0.7050000000000001,1.0,0.605,0.42652500000000004,3 shared tenders; 6.23x expected contextual co-occurrence
V0361,cooccurrence,0.7050000000000001,1.0,0.605,0.42652500000000004,3 shared tenders; 6.23x expected contextual co-occurrence
V0366,cooccurrence,0.7048333333333333,1.0,0.654,0.460961,4 shared tenders; 6.23x expected contextual co-occurrence
V0387,cooccurrence,0.7048333333333333,1.0,0.654,0.460961,4 shared tenders; 6.23x expected contextual co-occurrence
V0329,cooccurrence,0.7043333333333334,1.0,0.583,0.4106263333333333,3 shared tenders; 6.23x expected contextual co-occurrence
V0395,cooccurrence,0.7043333333333334,1.0,0.583,0.4106263333333333,3 shared tenders; 6.23x expected contextual co-occurrence
V0481,cooccurrence,0.7040000000000001,1.0,0.637,0.44844800000000007,4 shared tenders; 6.22x expected contextual co-occurrence
V0490,cooccurrence,0.7040000000000001,1.0,0.637,0.44844800000000007,4 shared tenders; 6.22x expected contextual co-occurrence
V0322,cooccurrence,0.7040000000000001,1.0,0.647,0.45548800000000006,4 shared tenders; 6.22x expected contextual co-occurrence
