vendor_id,regime_signal,risk_relevance,risk_adjusted_regime_signal,risk_class,win_change_relevance,participation_change_relevance,network_change_relevance,bid_position_relevance,interaction_relevance,mahalanobis_distance,cusum_score,persistence_score,z_participation_intensity,z_win_rate,z_bid_position,z_market_breadth,z_network_exposure,risk_explanation
V0465,0.4177,0.14921497253129273,0.22298159634974546,LOW_RELEVANCE,0.2049104729192507,0.10287081339712918,0.020024172737072486,0.06029757243539546,0.09776451188656868,8.3324,0.0952,0.1,0.344,0.6443,-0.1925,-1.8182,0.0613,behavioral deviation detected; procurement relevance is weak
V0072,0.3972,0.19811002418405343,0.2223166603391886,LOW_RELEVANCE,0.3099450716277016,0.08335370325103886,0.0,0.06343656343656344,0.07232981113432364,2.4513,0.828,0.1714,0.2728,1.1229,-0.2032,-1.5152,-1.2672,behavioral deviation detected; procurement relevance is weak
V0022,0.4075,0.16732695106491166,0.2208336776836917,LOW_RELEVANCE,0.26994509987151033,0.060944689642219926,0.0,0.0,0.057718916892572754,4.8035,0.2536,0.1111,0.1947,0.9244,0.0346,-0.9091,-0.3679,behavioral deviation detected; procurement relevance is weak
V0526,0.4514,0.01028813103990723,0.22031664869116002,LOW_RELEVANCE,0.0,0.030193314799250016,0.0,0.13329866527994452,0.0,2.3282,1.8889,0.2,0.0934,-0.3175,-0.4614,-0.2398,-3.4534,behavioral deviation detected; procurement relevance is weak
V0143,0.4366,0.050222756354274374,0.21999759314801337,LOW_RELEVANCE,0.0,0.19976526447758008,0.2451500893239061,0.0,0.03319458735526141,6.057,0.7117,0.2,0.7489,-0.7437,0.4301,-1.1111,0.9743,behavioral deviation detected; procurement relevance is weak
V0194,0.4151,0.1238318322952445,0.2191102762886315,LOW_RELEVANCE,0.15150692370350258,0.042726315453588175,0.11595697657285989,0.12285831237939303,0.09978196329544525,5.9583,0.3526,0.1429,0.1339,0.4464,-0.4202,-1.25,0.3935,behavioral deviation detected; procurement relevance is weak
V0426,0.4323,0.03048340961098398,0.2184397494273332,LOW_RELEVANCE,0.0,0.21875,0.0,0.08466819221967964,0.0,1.6872,1.4826,0.3091,0.84,-0.0893,-0.2775,-0.4545,-2.2074,behavioral deviation detected; procurement relevance is weak
V0520,0.3704,0.23042319696975266,0.2179130339891342,LOW_RELEVANCE,0.3636409917018785,0.041441671725724515,0.0,0.2879859495894052,0.055241767235811236,2.5271,0.7637,0.3333,0.1297,1.4286,-1.2134,0.0,-0.7066,behavioral deviation detected; procurement relevance is weak
V0357,0.4088,0.10061390397706747,0.21623134534033497,LOW_RELEVANCE,0.1201520377278806,0.12221669543845276,0.0,0.17916165043230822,0.05453098626251701,2.6368,1.0167,0.2571,0.4177,0.3414,-0.6548,0.0,-1.6188,behavioral deviation detected; procurement relevance is weak
V0434,0.392,0.1460554181237591,0.21529684477527175,LOW_RELEVANCE,0.2301059374230106,0.0,0.048887198021685375,0.14202368014642797,0.04242496346023509,1.9686,0.847,0.28,-0.9447,0.7472,-0.4966,-0.4796,0.1542,behavioral deviation detected; procurement relevance is weak
V0200,0.437,0.04295199976649606,0.21486937456510113,LOW_RELEVANCE,0.049393513061333126,0.06159091620006882,0.0,0.06861223222601677,0.024820230137268744,5.6965,0.2389,0.0909,0.1969,0.1299,-0.221,-1.25,-0.8431,behavioral deviation detected; procurement relevance is weak
V0087,0.4164,0.06938466024591959,0.2138863217865931,LOW_RELEVANCE,0.026631365830867466,0.17170545846102875,0.2059921128549877,0.0,0.08826692497610006,3.7672,0.6157,0.225,0.6219,0.0684,0.996,-0.7692,0.7783,behavioral deviation detected; procurement relevance is weak
V0175,0.4334,0.0337789754790168,0.2124140299779824,LOW_RELEVANCE,0.0,0.19231079880462,0.08564462054251754,0.0,0.019250549895305006,7.5822,0.2423,0.1143,0.7143,-0.0794,0.6665,-1.6667,0.281,behavioral deviation detected; procurement relevance is weak
V0474,0.3825,0.18906761088244475,0.21231056144522506,LOW_RELEVANCE,0.32337338962866735,0.0,0.0,0.22424493173355398,0.0,4.9957,0.4632,0.16,-0.2035,1.1948,-0.8672,0.0,-0.7195,behavioral deviation detected; procurement relevance is weak
V0336,0.3864,0.13498083366031816,0.2105034968823157,LOW_RELEVANCE,0.2454196975642148,0.0,0.0,0.0,0.0,1.5358,1.3047,0.28,-0.1828,0.8131,0.0461,-0.5263,-1.4555,behavioral deviation detected; procurement relevance is weak
V0147,0.3889,0.11601056525756293,0.21030929121766406,LOW_RELEVANCE,0.1552627132961649,0.14327326727018305,0.0,0.0,0.06711640436125126,2.4723,1.2387,0.32,0.5017,0.4595,0.9134,0.0,-2.0556,behavioral deviation detected; procurement relevance is weak
V0162,0.3719,0.19579418800662074,0.21025855279178934,LOW_RELEVANCE,0.259478672985782,0.2509550323337744,0.0,0.0,0.11483156992193845,2.262,0.5648,0.24,1.0051,0.876,0.0383,0.0,-0.4432,behavioral deviation detected; procurement relevance is weak
V0517,0.3832,0.16278174222573571,0.20937516941539122,LOW_RELEVANCE,0.22767995057151683,0.04834411876665398,0.1010427903631787,0.0,0.1183652596517435,3.2217,0.4141,0.1778,0.1524,0.737,0.583,0.0,0.3372,behavioral deviation detected; procurement relevance is weak
V0159,0.3804,0.14864155574965274,0.2088525440690783,LOW_RELEVANCE,0.2587980669453586,0.0,0.0,0.1260523785941096,0.0,1.7593,0.9294,0.2667,-0.3395,0.8729,-0.4327,-1.0526,-0.5781,behavioral deviation detected; procurement relevance is weak
V0550,0.4191,0.03592730427181884,0.20880702475524646,LOW_RELEVANCE,0.0,0.04412936115978971,0.3162393162393162,0.035772828078295245,0.01771997114792005,6.4576,0.332,0.2,0.1385,-0.0785,-0.1113,-1.4286,1.3875,behavioral deviation detected; procurement relevance is weak
V0512,0.4148,0.05293989204516254,0.20874508373850462,LOW_RELEVANCE,0.0,0.3093286674647757,0.12424100887435777,0.0,0.02940585619720416,2.8986,0.7174,0.18,1.3436,-0.3828,0.3254,-0.4762,0.4256,behavioral deviation detected; procurement relevance is weak
V0133,0.394,0.11458917311412864,0.20798093441167403,LOW_RELEVANCE,0.13377914833165863,0.21465968586387435,0.0,0.0,0.07625739614025727,2.5381,0.7185,0.1833,0.82,0.3861,0.6704,-0.4545,-0.1073,behavioral deviation detected; procurement relevance is weak
V0208,0.4166,0.06060125580969539,0.2062209616933469,LOW_RELEVANCE,0.06942117997394379,0.004744053345718741,0.143224332428959,0.0,0.05196186914111666,6.9292,0.1895,0.05,0.0143,0.1865,0.2039,-1.5385,0.5015,behavioral deviation detected; procurement relevance is weak
V0542,0.4145,0.04127133536072127,0.20621517221531782,LOW_RELEVANCE,0.0,0.15552427867698804,0.21416596814752722,0.0,0.027375722338402627,5.1291,0.4557,0.1667,0.5525,0.0,0.1657,-1.1111,0.8176,behavioral deviation detected; procurement relevance is weak
V0204,0.3784,0.12320263329194613,0.20618790446253535,LOW_RELEVANCE,0.15597569209993248,0.0,0.26456167876054126,0.0,0.0812553416806998,2.2622,0.8776,0.3333,-0.5522,0.462,0.1723,-0.5396,1.0792,behavioral deviation detected; procurement relevance is weak
V0340,0.3983,0.07553112104858456,0.20527315208871116,LOW_RELEVANCE,0.05076508334282569,0.3036373343237158,0.0,0.0,0.05586922545592264,1.89,1.1419,0.2167,1.3081,0.1337,0.3587,-1.7241,-0.3896,behavioral deviation detected; procurement relevance is weak
V0041,0.3866,0.1254829351282039,0.20470022463240917,LOW_RELEVANCE,0.14151299749321794,0.2025942267822019,0.0,0.16201117318435754,0.07619460316925969,2.6255,0.6696,0.1538,0.7622,0.4121,-0.58,-0.4545,-0.438,behavioral deviation detected; procurement relevance is weak
V0402,0.3663,0.1904396687691942,0.20427769085013345,LOW_RELEVANCE,0.23425630972800784,0.062031015507753876,0.25166504527426475,0.0,0.1701088646795912,1.5445,1.2049,0.1818,0.1984,0.7648,1.0566,0.0,1.0089,behavioral deviation detected; procurement relevance is weak
V0400,0.4162,0.042890578950032406,0.20377214453201706,LOW_RELEVANCE,0.027766975188613208,0.16763775595139002,0.0,0.027237354085603113,0.030701720889240905,6.484,0.1183,0.0667,0.6042,0.0714,-0.084,-1.4286,-0.2891,behavioral deviation detected; procurement relevance is weak
V0241,0.3818,0.12755671027297574,0.201756641473448,LOW_RELEVANCE,0.15935303809812032,0.16694435188270576,0.0,0.10399617705035542,0.07339704120283555,2.7459,0.6086,0.1333,0.6012,0.4739,-0.3482,-0.5263,-0.3508,behavioral deviation detected; procurement relevance is weak
V0232,0.4091,0.020406672752925556,0.20045249782591917,LOW_RELEVANCE,0.0,0.17005560627437963,0.0,0.0,0.0,3.7417,0.5426,0.175,0.6147,-0.2119,0.7591,-0.7692,-0.6745,behavioral deviation detected; procurement relevance is weak
V0172,0.4167,0.0191963710693585,0.2001959263911585,LOW_RELEVANCE,0.0,0.15996975891132081,0.0,0.0,0.0,5.0204,0.2624,0.0667,0.5713,-0.0758,0.0132,-1.1111,-0.2891,behavioral deviation detected; procurement relevance is weak
V0496,0.4052,0.032588326202408494,0.19997308381937906,LOW_RELEVANCE,0.0,0.07384539392442578,0.21673063366491735,0.05186308903005594,0.018976368933906067,3.5694,0.4938,0.16,0.2392,-0.4164,-0.1641,-0.7692,0.8301,behavioral deviation detected; procurement relevance is weak
V0134,0.3679,0.16508469157998432,0.19981662024165558,LOW_RELEVANCE,0.22451764997828652,0.141114832946835,0.007641163044556911,0.07473090090367948,0.10159183024779002,3.7585,0.4823,0.1333,0.4929,0.7238,-0.2423,0.0,0.0231,behavioral deviation detected; procurement relevance is weak
V0103,0.3813,0.11869350520745542,0.19971032977900643,LOW_RELEVANCE,0.1552627132961649,0.15947551271993726,0.0,0.0,0.0708097568408612,6.7925,0.234,0.12,0.5692,0.4595,0.2361,-1.4286,-0.413,behavioral deviation detected; procurement relevance is weak
V0090,0.3847,0.10500008287538312,0.19874420728513073,LOW_RELEVANCE,0.0969839263138884,0.17124782452553938,0.044098903900076473,0.16287635683790497,0.097187271528892,4.4623,0.2756,0.1,0.6199,0.2685,-0.5837,-0.7692,0.1384,behavioral deviation detected; procurement relevance is weak
V0256,0.3627,0.1415614864744059,0.19754858773824166,LOW_RELEVANCE,0.16666666666666666,0.21986737745416723,0.0,0.1256448369327621,0.0861424633330052,2.1272,0.5478,0.25,0.8455,0.5,-0.4311,-1.3636,-0.6657,behavioral deviation detected; procurement relevance is weak
V0207,0.3665,0.1591330174339551,0.19638085112005435,LOW_RELEVANCE,0.18019347434005573,0.11050493669760132,0.18782825274784773,0.0,0.15869876961692234,6.5079,0.2117,0.08,0.3727,0.5495,0.3702,-1.4286,0.6938,behavioral deviation detected; procurement relevance is weak
V0324,0.3478,0.19100732761220954,0.19559129177209977,LOW_RELEVANCE,0.303698752228164,0.010358250313386552,0.0,0.3536432972809928,0.02523929492531642,2.0979,0.9093,0.2286,0.0314,1.0904,-1.6414,0.0,-0.8913,bid positioning shifted toward stronger positions (1.6 robust deviations)
V0463,0.3474,0.19881128755184965,0.195492148353023,LOW_RELEVANCE,0.21953046953046956,0.09099172802472502,0.24058323207776428,0.24719580437128302,0.1777203658116953,2.236,0.645,0.2,0.3003,0.7032,-0.9851,0.0,0.9504,behavioral deviation detected; procurement relevance is weak
V0280,0.3474,0.20179698523398143,0.19534523658606537,LOW_RELEVANCE,0.28204244565061315,0.1542386738462406,0.0,0.18787222523010286,0.09385694001545088,1.6323,0.9137,0.1833,0.5471,0.9821,-0.694,-0.4497,-0.7195,behavioral deviation detected; procurement relevance is weak
V0503,0.3967,0.017477992200646674,0.19342064322170843,LOW_RELEVANCE,0.0,0.12403644008409251,0.015812610721081293,0.0,0.0066430526643453435,6.6792,0.19,0.16,0.4248,-1.2921,0.1767,-1.4286,0.0482,behavioral deviation detected; procurement relevance is weak
V0304,0.3564,0.14642110788514096,0.19265560323878178,LOW_RELEVANCE,0.261818289190067,0.002195170624625823,0.0,0.0,0.01078814177824496,1.9,0.7856,0.1846,0.0066,0.8867,0.6926,0.0,-0.9652,behavioral deviation detected; procurement relevance is weak
V0473,0.3942,0.023424718977968006,0.19223871565601203,LOW_RELEVANCE,0.0,0.047770195207109976,0.18582245501669065,0.0,0.01413249575889778,4.2799,0.3347,0.1333,0.1505,-0.2654,0.6442,-0.9091,0.6847,behavioral deviation detected; procurement relevance is weak
V0126,0.3884,0.025449770190413657,0.1918999375338149,LOW_RELEVANCE,0.0,0.21208141825344715,0.0,0.0,0.0,2.8346,0.4838,0.2,0.8075,-0.1667,0.3542,-0.5556,-0.5276,behavioral deviation detected; procurement relevance is weak
V0412,0.3414,0.1888695735645539,0.19158465629851593,LOW_RELEVANCE,0.2964880684376407,0.09148723539565731,0.0,0.0,0.07411333838186304,2.0481,0.6536,0.225,0.3021,1.0536,0.2293,-1.0,-1.0157,behavioral deviation detected; procurement relevance is weak
V0317,0.3591,0.13386149105788794,0.19086775880097198,LOW_RELEVANCE,0.1931840185890402,0.0,0.13035916166623185,0.08972297235792093,0.06347699641360613,3.1649,0.3215,0.14,-0.3874,0.5986,-0.2957,-0.6667,0.4497,behavioral deviation detected; procurement relevance is weak
V0513,0.3614,0.10916915180443856,0.19054127765900114,LOW_RELEVANCE,0.1915402774633768,0.0,0.0,0.07643998399162638,0.0,1.7298,0.9296,0.2,-0.2055,0.5923,-0.2483,-0.7407,-0.9193,behavioral deviation detected; procurement relevance is weak
V0278,0.3819,0.037556003813873015,0.18979834229835318,LOW_RELEVANCE,0.026631365830867466,0.14439722784701822,0.0,0.0,0.027905426326268617,3.6046,0.3598,0.1778,0.5063,0.0684,0.5531,-0.7692,-0.2075,behavioral deviation detected; procurement relevance is weak
V0069,0.3874,0.020086037023674057,0.18950123183803916,LOW_RELEVANCE,0.0,0.16738364186395047,0.0,0.0,0.0,5.1925,0.3279,0.1667,0.6031,-0.6095,0.6987,-1.1111,-1.0492,behavioral deviation detected; procurement relevance is weak
V0060,0.3545,0.11701410874989002,0.18892119740327287,LOW_RELEVANCE,0.11268855368234251,0.010292953285827394,0.3983152827918171,0.0,0.1096751360347849,1.4981,1.5823,0.2286,0.0312,0.3175,0.9614,-1.1111,1.986,network exposure increased (2.0 robust deviations)
V0394,0.378,0.05198550549262334,0.18777831916148646,LOW_RELEVANCE,0.0,0.296847533106762,0.13068675746160532,0.0,0.029544304614417368,3.7883,0.2231,0.1091,1.2665,-0.453,0.5095,-0.8,0.451,behavioral deviation detected; procurement relevance is weak
V0040,0.3365,0.1602588903773027,0.18770982598258937,LOW_RELEVANCE,0.23545062540138845,0.0,0.17913919063124195,0.0,0.08214955578019832,1.4491,0.7568,0.3111,-0.3484,0.7699,0.2909,0.0,0.6547,behavioral deviation detected; procurement relevance is weak
V0443,0.344,0.1796485274413201,0.1857602107930164,LOW_RELEVANCE,0.2579620670208661,0.15459617877472806,0.0,0.024897614249496196,0.08986484207200768,6.8633,0.059,0.04,0.5486,0.8691,-0.0766,-1.4286,-0.6022,behavioral deviation detected; procurement relevance is weak
V0510,0.3734,0.07712558526883585,0.1855800002788141,LOW_RELEVANCE,0.10255950030512978,0.05051272312951006,0.0196078431372549,0.04156416727900067,0.05504748755271419,5.9807,0.0083,0.0,0.1596,0.2857,-0.1301,-1.3333,0.06,behavioral deviation detected; procurement relevance is weak
V0161,0.3752,0.026378800001612468,0.18551614100119956,LOW_RELEVANCE,0.0,0.1209563994374121,0.10586552217453506,0.0,0.016973951475801045,2.1057,0.7791,0.2,0.4128,-1.2424,1.6031,-0.4761,0.3552,behavioral deviation detected; procurement relevance is weak
V0363,0.3848,0.016880485293903673,0.1853491961872882,LOW_RELEVANCE,0.0,0.09192723310227927,0.04816295450218922,0.0,0.009980904807275112,3.6396,0.3473,0.0923,0.3037,-0.4147,0.014,-0.8,0.1518,behavioral deviation detected; procurement relevance is weak
V0165,0.3721,0.05528375567563562,0.1850338700257774,LOW_RELEVANCE,0.03920061491160646,0.11378943637008151,0.08251269190776193,0.0,0.06733834878610664,5.8585,0.1054,0.1,0.3852,0.102,0.5691,-1.25,0.2698,behavioral deviation detected; procurement relevance is weak
V0195,0.3595,0.08534739118680724,0.1845617347475669,LOW_RELEVANCE,0.15517707488510407,0.0,0.0,0.0,0.0,2.3686,0.588,0.15,-0.0279,0.4592,0.3329,-0.4545,-0.8891,behavioral deviation detected; procurement relevance is weak
V0115,0.3334,0.18459282217459141,0.183928958668137,LOW_RELEVANCE,0.29999439995519966,0.012378193310508297,0.0,0.2525227357667871,0.02742191106815623,2.5321,0.677,0.1429,0.0376,1.0714,-1.0135,-1.25,-0.3372,behavioral deviation detected; procurement relevance is weak
V0267,0.3459,0.11310046287750862,0.18290769424329478,LOW_RELEVANCE,0.15603267841469176,0.007214243166324708,0.018388848897323472,0.3459064646244413,0.03825174713230615,2.4915,0.5872,0.2,0.0218,0.4622,-1.5865,0.0,0.0562,bid positioning shifted toward stronger positions (1.6 robust deviations)
V0407,0.3858,0.0,0.18267543195000002,LOW_RELEVANCE,0.0,0.0,0.0,0.0,0.0,4.5751,0.1363,0.0727,-0.2406,-0.5939,0.244,-1.0,-0.371,behavioral deviation detected; procurement relevance is weak
V0233,0.3731,0.005616242493565913,0.1822945610078959,LOW_RELEVANCE,0.0,0.046802020779715944,0.0,0.0,0.0,2.2618,0.9397,0.2286,0.1473,-0.0893,1.2977,0.0,-1.1804,behavioral deviation detected; procurement relevance is weak
V0458,0.3671,0.01634364255913905,0.18228351777264518,LOW_RELEVANCE,0.0,0.0,0.16439195587989527,0.06384572177494852,0.0,1.883,0.6943,0.2727,-0.8971,-0.6248,-0.2046,-1.875,0.5902,behavioral deviation detected; procurement relevance is weak
V0498,0.3344,0.1933251512947346,0.1819736530818166,LOW_RELEVANCE,0.30818828347676896,0.08043158410985778,0.0,0.0,0.07084902644664373,4.8932,0.0268,0.0286,0.2624,1.1137,0.059,-2.0,-0.3372,behavioral deviation detected; procurement relevance is weak
V0053,0.3432,0.10541495032342521,0.18197325287355542,LOW_RELEVANCE,0.15018016180569718,0.0,0.14013012697411792,0.0,0.058027255861811594,1.3359,1.2129,0.25,-0.3973,0.4418,1.5484,0.1314,0.4889,behavioral deviation detected; procurement relevance is weak
V0187,0.3488,0.0853594401043565,0.1812251696456826,LOW_RELEVANCE,0.0796981409902448,0.24190736107952393,0.0,0.0,0.06248289615089498,1.6864,0.7942,0.22,0.9573,0.2165,1.2307,0.0,-0.5126,behavioral deviation detected; procurement relevance is weak
V0275,0.3718,0.008083423229054296,0.18114134503559873,LOW_RELEVANCE,0.0,0.0,0.1010427903631787,0.0,0.0,1.8536,0.9334,0.2,-0.1322,-0.9952,1.2166,-0.8333,0.3372,behavioral deviation detected; procurement relevance is weak
V0006,0.3464,0.09757392047590181,0.18104224399692956,LOW_RELEVANCE,0.15150692370350258,0.008919722497522299,0.0,0.1973244147157191,0.0165426250174338,2.5557,0.5577,0.2,0.027,0.4464,-0.7375,0.0,-1.2647,behavioral deviation detected; procurement relevance is weak
V0342,0.3439,0.0899333281218249,0.17980383830205032,LOW_RELEVANCE,0.07823906791534548,0.27986749561919394,0.0,0.0,0.06658870647040813,1.2791,1.0725,0.2364,1.1659,0.2122,1.0129,0.0,-0.1935,behavioral deviation detected; procurement relevance is weak
V0452,0.3582,0.075215183368728,0.17933234961167852,LOW_RELEVANCE,0.10255950030512978,0.05096327227863719,0.0,0.1237038118884183,0.032533374665246285,4.5097,0.157,0.05,0.1611,0.2857,-0.4235,-1.0,-0.0405,behavioral deviation detected; procurement relevance is weak
V0058,0.3652,0.03596336488804979,0.17885623976863232,LOW_RELEVANCE,0.0,0.20401178062564676,0.021973006454978156,0.15431019901899984,0.01004300372811968,4.7103,0.2578,0.1,0.7689,-0.5672,-0.5474,-1.0,0.0674,behavioral deviation detected; procurement relevance is weak
V0388,0.3126,0.22860866217278766,0.1788324434200001,LOW_RELEVANCE,0.3299742710120069,0.07120743034055728,0.05320961939026699,0.16156619434895614,0.13121421103323908,2.0112,0.6154,0.175,0.23,1.2312,-0.5781,0.0,0.1686,behavioral deviation detected; procurement relevance is weak
V0117,0.3352,0.12053952910329853,0.17823712066154856,LOW_RELEVANCE,0.10512939828900743,0.1723909625093106,0.06970974944182584,0.2840266342092074,0.11126666438710364,1.9118,0.8537,0.2,0.6249,0.2937,-1.1901,-0.8333,0.2248,behavioral deviation detected; procurement relevance is weak
V0390,0.3515,0.0783830357238229,0.17760807053534267,LOW_RELEVANCE,0.10185018861146038,0.10074638050418153,0.0,0.02318312060432404,0.04558355148400847,3.784,0.1532,0.0889,0.3361,0.2835,-0.0712,-0.8333,-0.0281,behavioral deviation detected; procurement relevance is weak
V0184,0.3283,0.13251940107621227,0.17655492947856,LOW_RELEVANCE,0.18322007318348144,0.10602538887895584,0.0,0.12962748056168039,0.06271970065869373,1.7885,0.5529,0.2143,0.3558,0.5608,-0.4468,-1.7143,-0.0289,behavioral deviation detected; procurement relevance is weak
V0387,0.3572,0.01814107461166285,0.1759951732430986,LOW_RELEVANCE,0.0,0.15117562176385707,0.0,0.0,0.0,1.5872,0.9639,0.2182,0.5343,-0.2075,1.8556,-0.5556,-0.1832,behavioral deviation detected; procurement relevance is weak
V0404,0.3243,0.16974070308111014,0.1759900155105558,LOW_RELEVANCE,0.1739087334368701,0.26661125507260547,0.07252828788721945,0.07518727457689818,0.16267961161148212,1.9224,0.6506,0.1091,1.0906,0.5263,-0.2439,0.0,0.2346,behavioral deviation detected; procurement relevance is weak
V0319,0.3281,0.10806254620255198,0.17578685569749783,LOW_RELEVANCE,0.1964773567319127,0.0,0.0,0.0,0.0,1.1461,0.8779,0.3,-0.7903,0.6113,0.034,0.0,-0.5323,behavioral deviation detected; procurement relevance is weak
V0330,0.3449,0.04621320071285344,0.17560582767644148,LOW_RELEVANCE,0.0,0.08944668710352992,0.37483068331006314,0.0,0.02746571797812401,2.6103,0.6996,0.28,0.2947,-1.349,0.7794,0.0,1.7987,network exposure increased (1.8 robust deviations)
V0352,0.3216,0.16954369999055713,0.17504995509883342,LOW_RELEVANCE,0.2539763062874877,0.03297553428101731,0.059354717336092565,0.035307736831950605,0.09692951595115941,2.6185,0.2218,0.1273,0.1023,0.8511,-0.1098,-0.5263,0.1893,behavioral deviation detected; procurement relevance is weak
V0264,0.3277,0.12528007575895297,0.17486429520717872,LOW_RELEVANCE,0.10971831487482639,0.10093502757132582,0.2615929900561189,0.07992394037907133,0.1394958152289814,2.2939,0.5315,0.2,0.3368,0.3081,-0.2606,0.0,1.0628,behavioral deviation detected; procurement relevance is weak
V0478,0.3621,0.012878398031099676,0.17468801245231008,LOW_RELEVANCE,0.0,0.0,0.16097997538874595,0.0,0.0,3.1227,0.3983,0.12,-0.3966,-0.4762,0.158,-0.6667,0.5756,behavioral deviation detected; procurement relevance is weak
V0515,0.3667,0.008622324382987729,0.17416494952578537,LOW_RELEVANCE,0.0,0.071034867157986,0.0,0.0019628064805881766,0.0,9.0103,0.061,0.05,0.2294,-0.3463,-0.0059,-2.0,-0.1349,behavioral deviation detected; procurement relevance is weak
V0539,0.3562,0.02999634896953551,0.172618582298215,LOW_RELEVANCE,0.03448808558297609,0.038954382368016405,0.0,0.06109163745618428,0.016493970709637363,4.5109,0.1161,0.0667,0.1216,0.0893,-0.1952,-1.0,-0.083,behavioral deviation detected; procurement relevance is weak
V0144,0.3313,0.1087710895178761,0.17223822768051059,LOW_RELEVANCE,0.16680553241126478,0.06425452276980662,0.0,0.0,0.04658751979651835,2.3759,0.4189,0.12,0.206,0.5005,0.1121,-1.5385,-0.0556,behavioral deviation detected; procurement relevance is weak
V0025,0.3274,0.10504498090738464,0.17208072379263478,LOW_RELEVANCE,0.19099087437706297,0.0,0.0,0.0,0.0,1.7816,0.5793,0.2,-0.5844,0.5902,0.2312,-2.4138,-0.4012,behavioral deviation detected; procurement relevance is weak
V0445,0.3242,0.10694391254735729,0.17161119239012054,LOW_RELEVANCE,0.13224574800416522,0.10629170638703528,0.0,0.21566576903971346,0.05335228963318256,2.3347,0.6168,0.2333,0.3568,0.381,-0.8249,-1.1111,-1.2291,behavioral deviation detected; procurement relevance is weak
V0530,0.3428,0.0616306693593565,0.1713107822028988,LOW_RELEVANCE,0.061632009608888226,0.09176228391511004,0.0464384476017927,0.0,0.06503257098255676,3.0363,0.2472,0.1,0.3031,0.1642,0.3125,-0.6667,0.1461,behavioral deviation detected; procurement relevance is weak
V0334,0.3104,0.15999375310084105,0.17062378086902466,LOW_RELEVANCE,0.23225747013481557,0.1356459605854558,0.0,0.0,0.07987314628218883,1.884,0.4846,0.225,0.4708,0.7563,0.0784,0.0,-0.1402,behavioral deviation detected; procurement relevance is weak
V0378,0.3414,0.07469247998231979,0.1705537248789293,LOW_RELEVANCE,0.0825014679976512,0.15853248064624706,0.0,0.0,0.051463874530309935,3.7333,0.1796,0.04,0.5652,0.2248,0.2543,-0.6667,-0.1079,behavioral deviation detected; procurement relevance is weak
V0141,0.3519,0.01781007276974005,0.1704450926157565,LOW_RELEVANCE,0.0,0.09406613317227842,0.054641709207789754,0.0,0.010754000262217284,3.3353,0.1691,0.12,0.3115,-0.398,0.2371,-0.7143,0.1734,behavioral deviation detected; procurement relevance is weak
V0531,0.309,0.17090126752765394,0.1699829095775233,LOW_RELEVANCE,0.19085995404084538,0.13990825688073394,0.09828674481514879,0.2418882037804508,0.1459097610263322,1.22,0.9057,0.1833,0.488,0.5897,-0.9572,-0.4545,0.327,behavioral deviation detected; procurement relevance is weak
V0488,0.3382,0.053785937594049024,0.16983189159848602,LOW_RELEVANCE,0.028484824932965454,0.1859329208726799,0.045346062052505964,0.0,0.0608982420599798,1.7599,0.7696,0.1636,0.6852,0.0733,1.6505,-1.0,0.1425,behavioral deviation detected; procurement relevance is weak
V0437,0.3186,0.11652941672461309,0.16938520551901276,LOW_RELEVANCE,0.20961112867530823,0.0,0.0,0.024865919063871283,0.0,1.5207,0.6576,0.2167,-1.0049,0.663,-0.0765,0.0,-0.4151,behavioral deviation detected; procurement relevance is weak
V0121,0.3192,0.1075665058075758,0.1690436497571027,LOW_RELEVANCE,0.14971770627848446,0.11274103868449072,0.0,0.0,0.05846421356135227,1.042,1.0677,0.2333,0.3812,0.4402,0.5068,-0.4545,-0.5587,behavioral deviation detected; procurement relevance is weak
V0471,0.356,0.0,0.1687796,LOW_RELEVANCE,0.0,0.0,0.0,0.0,0.0,6.401,0.1397,0.08,-0.1267,-0.0898,0.4179,-1.4286,-0.234,behavioral deviation detected; procurement relevance is weak
V0366,0.3389,0.056210052321934156,0.16864672663539343,LOW_RELEVANCE,0.02957844887819269,0.11743939750529536,0.1431264459741224,0.0,0.07199531030181469,3.0512,0.2147,0.1,0.3992,0.0762,0.0081,-0.6667,0.5011,behavioral deviation detected; procurement relevance is weak
V0191,0.2981,0.1926681571706581,0.16828848468024374,LOW_RELEVANCE,0.20097161851188955,0.15165568532081555,0.24265374129051806,0.10778015703069237,0.19566888797922455,1.5721,0.5486,0.2444,0.5363,0.6288,-0.3624,-0.7692,0.9612,behavioral deviation detected; procurement relevance is weak
V0525,0.3473,0.0,0.16809320000000003,LOW_RELEVANCE,0.0,0.0,0.0,0.0,0.0,1.9575,0.6299,0.2,-0.4091,-0.8232,0.3057,-0.5882,-1.0665,behavioral deviation detected; procurement relevance is weak
V0429,0.3223,0.08341507456406304,0.16790069098023144,LOW_RELEVANCE,0.14913892859573888,0.0,0.0,0.027773276728132998,0.0,1.4824,0.8475,0.2444,-0.0382,0.4382,-0.0857,0.0,-1.6188,behavioral deviation detected; procurement relevance is weak
V0107,0.2984,0.20247933395110518,0.1675311386793088,LOW_RELEVANCE,0.2910013896372763,0.14160634066783026,0.0,0.14332219652188813,0.09134849472184588,1.7911,0.7361,0.1714,0.4949,1.0261,-0.5019,0.0,-1.4103,behavioral deviation detected; procurement relevance is weak
