source,target,edge_type,weight,observations,behavioral_strength,economic_strength,metadata
vendor:V0208,vendor:V0281,CO_BID,0.27415047311679364,2,,0.1523378583132706,shared_tenders=2
vendor:V0208,vendor:V0414,CO_BID,0.1729696904450771,1,,0.1523378583132706,shared_tenders=1
vendor:V0208,vendor:V0461,CO_BID,0.3459393808901542,3,,0.1523378583132706,shared_tenders=3
vendor:V0209,vendor:V0242,CO_BID,0.27415047311679364,2,,0.2344656947956059,shared_tenders=2
vendor:V0209,vendor:V0281,CO_BID,0.4016231838083946,4,,0.2344656947956059,shared_tenders=4
vendor:V0209,vendor:V0414,CO_BID,0.27415047311679364,2,,0.2344656947956059,shared_tenders=2
vendor:V0209,vendor:V0461,CO_BID,0.1729696904450771,1,,0.2344656947956059,shared_tenders=1
vendor:V0242,vendor:V0281,CO_BID,0.4016231838083946,4,,0.2587766277814485,shared_tenders=4
vendor:V0242,vendor:V0414,CO_BID,0.1729696904450771,1,,0.2587766277814485,shared_tenders=1
vendor:V0242,vendor:V0461,CO_BID,0.27415047311679364,2,,0.2587766277814485,shared_tenders=2
vendor:V0281,vendor:V0414,CO_BID,0.27415047311679364,2,,0.2437792831267134,shared_tenders=2
vendor:V0281,vendor:V0461,CO_BID,0.27415047311679364,2,,0.2437792831267134,shared_tenders=2
vendor:V0414,vendor:V0461,CO_BID,0.1729696904450771,1,,0.242980597206784,shared_tenders=1
vendor:V0010,vendor:V0083,CO_BID,0.27415047311679364,2,,0.2907390143080398,shared_tenders=2
vendor:V0010,vendor:V0192,CO_BID,0.3459393808901542,3,,0.2907390143080398,shared_tenders=3
vendor:V0010,vendor:V0378,CO_BID,0.22452661312809327,3,0.1251888940500434,0.2907390143080398,shared_tenders=3;conditional_enrichment=0.994;market_concentration=1.000;persistence=0.700;behavioral_strength=0.125
vendor:V0010,vendor:V0431,CO_BID,0.3073129738283779,7,0.1341888940500434,0.2907390143080398,shared_tenders=7;conditional_enrichment=0.994;market_concentration=1.000;persistence=0.800;behavioral_strength=0.134
vendor:V0010,vendor:V0452,CO_BID,0.2859074704696799,5,0.1540061761215237,0.2907390143080398,shared_tenders=5;conditional_enrichment=1.821;market_concentration=1.000;persistence=0.767;behavioral_strength=0.154
vendor:V0010,vendor:V0505,CO_BID,0.2602851298107267,4,0.1446449038126347,0.2907390143080398,shared_tenders=4;conditional_enrichment=1.561;market_concentration=1.000;persistence=0.733;behavioral_strength=0.145
vendor:V0083,vendor:V0141,CO_BID,0.27415047311679364,2,,0.2041140503248173,shared_tenders=2
vendor:V0083,vendor:V0192,CO_BID,0.1729696904450771,1,,0.2041140503248173,shared_tenders=1
vendor:V0083,vendor:V0378,CO_BID,0.27415047311679364,2,,0.2041140503248173,shared_tenders=2
vendor:V0083,vendor:V0431,CO_BID,0.25375672156450246,3,0.1783345457526056,0.2041140503248173,shared_tenders=3;conditional_enrichment=3.477;market_concentration=1.000;persistence=0.700;behavioral_strength=0.178
vendor:V0083,vendor:V0452,CO_BID,0.27415047311679364,2,,0.2041140503248173,shared_tenders=2
vendor:V0083,vendor:V0505,CO_BID,0.1729696904450771,1,,0.2041140503248173,shared_tenders=1
vendor:V0141,vendor:V0192,CO_BID,0.3459393808901542,3,,0.2814939979209939,shared_tenders=3
vendor:V0141,vendor:V0378,CO_BID,0.3459393808901542,3,,0.2814939979209939,shared_tenders=3
vendor:V0141,vendor:V0431,CO_BID,0.3459393808901542,3,,0.2814939979209939,shared_tenders=3
vendor:V0141,vendor:V0452,CO_BID,0.1729696904450771,1,,0.2814939979209939,shared_tenders=1
vendor:V0141,vendor:V0505,CO_BID,0.27415047311679364,2,,0.2814939979209939,shared_tenders=2
vendor:V0192,vendor:V0378,CO_BID,0.3459393808901542,3,,0.1733615683942958,shared_tenders=3
vendor:V0192,vendor:V0431,CO_BID,0.1729696904450771,1,,0.1733615683942958,shared_tenders=1
vendor:V0192,vendor:V0452,CO_BID,0.3459393808901542,3,,0.1733615683942958,shared_tenders=3
vendor:V0192,vendor:V0505,CO_BID,0.1729696904450771,1,,0.1733615683942958,shared_tenders=1
vendor:V0378,vendor:V0431,CO_BID,0.28413081753086233,5,0.1507758980509463,0.1908998624911339,shared_tenders=5;conditional_enrichment=1.686;market_concentration=1.000;persistence=0.767;behavioral_strength=0.151
vendor:V0378,vendor:V0452,CO_BID,0.23109342084981987,3,0.1371285444531827,0.1908998624911339,shared_tenders=3;conditional_enrichment=1.391;market_concentration=1.000;persistence=0.700;behavioral_strength=0.137
vendor:V0378,vendor:V0505,CO_BID,0.1729696904450771,1,,0.1908998624911339,shared_tenders=1
vendor:V0431,vendor:V0505,CO_BID,0.27415047311679364,2,,0.1399785629456174,shared_tenders=2
vendor:V0452,vendor:V0505,CO_BID,0.3459393808901542,3,,0.2369387236177029,shared_tenders=3
vendor:V0088,vendor:V0332,CO_BID,0.1729696904450771,1,,0.2807105554214358,shared_tenders=1
vendor:V0076,vendor:V0093,CO_BID,0.27415047311679364,2,,0.1942732798966624,shared_tenders=2
vendor:V0076,vendor:V0188,CO_BID,0.27415047311679364,2,,0.1942732798966624,shared_tenders=2
vendor:V0076,vendor:V0195,CO_BID,0.1729696904450771,1,,0.1942732798966624,shared_tenders=1
vendor:V0076,vendor:V0244,CO_BID,0.27415047311679364,2,,0.1942732798966624,shared_tenders=2
vendor:V0076,vendor:V0248,CO_BID,0.27415047311679364,2,,0.1942732798966624,shared_tenders=2
vendor:V0076,vendor:V0374,CO_BID,0.27415047311679364,2,,0.1942732798966624,shared_tenders=2
vendor:V0093,vendor:V0107,CO_BID,0.27415047311679364,2,,0.2732378994432634,shared_tenders=2
vendor:V0093,vendor:V0188,CO_BID,0.27415047311679364,2,,0.2732378994432634,shared_tenders=2
vendor:V0093,vendor:V0195,CO_BID,0.5189090713352312,7,,0.2732378994432634,shared_tenders=7
vendor:V0093,vendor:V0244,CO_BID,0.4016231838083946,4,,0.2732378994432634,shared_tenders=4
vendor:V0093,vendor:V0248,CO_BID,0.1729696904450771,1,,0.2732378994432634,shared_tenders=1
vendor:V0107,vendor:V0188,CO_BID,0.1729696904450771,1,,0.14385244118011,shared_tenders=1
vendor:V0107,vendor:V0195,CO_BID,0.27415047311679364,2,,0.14385244118011,shared_tenders=2
vendor:V0107,vendor:V0244,CO_BID,0.27415047311679364,2,,0.14385244118011,shared_tenders=2
vendor:V0107,vendor:V0248,CO_BID,0.27415047311679364,2,,0.14385244118011,shared_tenders=2
vendor:V0107,vendor:V0374,CO_BID,0.27415047311679364,2,,0.14385244118011,shared_tenders=2
vendor:V0188,vendor:V0195,CO_BID,0.1729696904450771,1,,0.2621757782810583,shared_tenders=1
vendor:V0188,vendor:V0244,CO_BID,0.2869958998996076,5,0.1559851387213923,0.2621757782810583,shared_tenders=5;conditional_enrichment=1.908;market_concentration=1.000;persistence=0.767;behavioral_strength=0.156
vendor:V0188,vendor:V0374,CO_BID,0.27415047311679364,2,,0.2621757782810583,shared_tenders=2
vendor:V0195,vendor:V0248,CO_BID,0.27415047311679364,2,,0.3968095136311,shared_tenders=2
vendor:V0195,vendor:V0374,CO_BID,0.1729696904450771,1,,0.3968095136311,shared_tenders=1
vendor:V0244,vendor:V0248,CO_BID,0.3459393808901542,3,,0.2621757782810583,shared_tenders=3
vendor:V0244,vendor:V0374,CO_BID,0.1729696904450771,1,,0.2621757782810583,shared_tenders=1
vendor:V0248,vendor:V0374,CO_BID,0.1729696904450771,1,,0.2621757782810583,shared_tenders=1
vendor:V0144,vendor:V0460,CO_BID,0.3612464084306512,9,0.1866902091210706,0.2271479359968593,shared_tenders=9;conditional_enrichment=0.703;market_concentration=1.000;persistence=0.900;behavioral_strength=0.187
vendor:V0141,vendor:V0202,CO_BID,0.224836967872236,3,0.1257531754030302,0.2814939979209939,shared_tenders=3;conditional_enrichment=1.011;market_concentration=1.000;persistence=0.700;behavioral_strength=0.126
vendor:V0141,vendor:V0204,CO_BID,0.27761288259668077,5,0.1389251072615253,0.2814939979209939,shared_tenders=5;conditional_enrichment=1.348;market_concentration=1.000;persistence=0.733;behavioral_strength=0.139
vendor:V0141,vendor:V0243,CO_BID,0.2152599618871911,3,0.1083404372484031,0.2814939979209939,shared_tenders=3;conditional_enrichment=1.853;market_concentration=1.000;persistence=0.251;behavioral_strength=0.108
vendor:V0141,vendor:V0286,CO_BID,0.2266092000222669,3,0.1289754156758136,0.2814939979209939,shared_tenders=3;conditional_enrichment=1.112;market_concentration=1.000;persistence=0.700;behavioral_strength=0.129
vendor:V0141,vendor:V0439,CO_BID,0.1729696904450771,1,,0.2814939979209939,shared_tenders=1
vendor:V0141,vendor:V0529,CO_BID,0.2964539499698562,6,0.1417084720779289,0.2814939979209939,shared_tenders=6;conditional_enrichment=1.235;market_concentration=1.000;persistence=0.800;behavioral_strength=0.142
vendor:V0202,vendor:V0204,CO_BID,0.1729696904450771,1,,0.2208937525151801,shared_tenders=1
vendor:V0202,vendor:V0243,CO_BID,0.27415047311679364,2,,0.2208937525151801,shared_tenders=2
vendor:V0202,vendor:V0286,CO_BID,0.26769289013857533,4,0.1581135589541777,0.2208937525151801,shared_tenders=4;conditional_enrichment=2.291;market_concentration=1.000;persistence=0.700;behavioral_strength=0.158
vendor:V0202,vendor:V0395,CO_BID,0.27415047311679364,2,,0.2208937525151801,shared_tenders=2
vendor:V0202,vendor:V0431,CO_BID,0.3459393808901542,3,,0.2208937525151801,shared_tenders=3
vendor:V0202,vendor:V0529,CO_BID,0.22718113643763405,3,0.1300153000673903,0.2208937525151801,shared_tenders=3;conditional_enrichment=1.145;market_concentration=1.000;persistence=0.700;behavioral_strength=0.130
vendor:V0204,vendor:V0243,CO_BID,0.44712016356187073,5,,0.2907390143080398,shared_tenders=5
vendor:V0204,vendor:V0286,CO_BID,0.26243437612040643,4,0.1485526243756888,0.2907390143080398,shared_tenders=4;conditional_enrichment=1.718;market_concentration=1.000;persistence=0.733;behavioral_strength=0.149
vendor:V0204,vendor:V0395,CO_BID,0.3459393808901542,3,,0.2907390143080398,shared_tenders=3
vendor:V0204,vendor:V0431,CO_BID,0.3459393808901542,3,,0.2907390143080398,shared_tenders=3
vendor:V0204,vendor:V0529,CO_BID,0.28193072247289563,5,0.1467757252182796,0.2907390143080398,shared_tenders=5;conditional_enrichment=1.527;market_concentration=1.000;persistence=0.767;behavioral_strength=0.147
vendor:V0243,vendor:V0286,CO_BID,0.3459393808901542,3,,0.2510056620323475,shared_tenders=3
vendor:V0243,vendor:V0395,CO_BID,0.2374755618871911,3,0.1487324372484031,0.2510056620323475,shared_tenders=3;conditional_enrichment=1.853;market_concentration=1.000;persistence=0.700;behavioral_strength=0.149
vendor:V0243,vendor:V0431,CO_BID,0.27415047311679364,2,,0.2510056620323475,shared_tenders=2
vendor:V0243,vendor:V0439,CO_BID,0.27415047311679364,2,,0.2510056620323475,shared_tenders=2
vendor:V0243,vendor:V0529,CO_BID,0.23445716020741686,3,0.1432444341942681,0.2510056620323475,shared_tenders=3;conditional_enrichment=2.100;market_concentration=1.000;persistence=0.578;behavioral_strength=0.143
vendor:V0286,vendor:V0395,CO_BID,0.3459393808901542,3,,0.2907390143080398,shared_tenders=3
vendor:V0286,vendor:V0431,CO_BID,0.2696396861820446,4,0.1616531881241218,0.2907390143080398,shared_tenders=4;conditional_enrichment=2.318;market_concentration=1.000;persistence=0.733;behavioral_strength=0.162
vendor:V0286,vendor:V0439,CO_BID,0.27415047311679364,2,,0.2907390143080398,shared_tenders=2
vendor:V0286,vendor:V0529,CO_BID,0.3459393808901542,3,,0.2907390143080398,shared_tenders=3
vendor:V0395,vendor:V0431,CO_BID,0.3459393808901542,3,,0.3371372050121109,shared_tenders=3
vendor:V0395,vendor:V0439,CO_BID,0.27415047311679364,2,,0.3371372050121109,shared_tenders=2
vendor:V0395,vendor:V0529,CO_BID,0.27584208324570275,5,0.1357054720779289,0.3371372050121109,shared_tenders=5;conditional_enrichment=1.235;market_concentration=1.000;persistence=0.733;behavioral_strength=0.136
vendor:V0431,vendor:V0439,CO_BID,0.3459393808901542,3,,0.1399785629456174,shared_tenders=3
vendor:V0431,vendor:V0529,CO_BID,0.29389941913231066,5,0.1685369918717615,0.1399785629456174,shared_tenders=5;conditional_enrichment=2.520;market_concentration=1.000;persistence=0.767;behavioral_strength=0.169
vendor:V0439,vendor:V0529,CO_BID,0.27415047311679364,2,,0.2369387236177029,shared_tenders=2
vendor:V0027,vendor:V0267,CO_BID,0.1729696904450771,1,,0.2065221114508749,shared_tenders=1
vendor:V0027,vendor:V0405,CO_BID,0.27415047311679364,2,,0.2065221114508749,shared_tenders=2
vendor:V0027,vendor:V0515,CO_BID,0.1729696904450771,1,,0.2065221114508749,shared_tenders=1
vendor:V0267,vendor:V0405,CO_BID,0.27415047311679364,2,,0.2742976873287828,shared_tenders=2
vendor:V0267,vendor:V0515,CO_BID,0.1729696904450771,1,,0.2742976873287828,shared_tenders=1
vendor:V0405,vendor:V0515,CO_BID,0.1729696904450771,1,,0.1894576926640038,shared_tenders=1
vendor:V0016,vendor:V0038,CO_BID,0.4016231838083946,4,,0.2742976873287828,shared_tenders=4
vendor:V0016,vendor:V0322,CO_BID,0.4016231838083946,4,,0.2742976873287828,shared_tenders=4
vendor:V0016,vendor:V0413,CO_BID,0.3459393808901542,3,,0.2742976873287828,shared_tenders=3
vendor:V0016,vendor:V0504,CO_BID,0.4016231838083946,4,,0.2742976873287828,shared_tenders=4
vendor:V0038,vendor:V0278,CO_BID,0.3459393808901542,3,,0.2742976873287828,shared_tenders=3
vendor:V0038,vendor:V0322,CO_BID,0.3459393808901542,3,,0.2742976873287828,shared_tenders=3
vendor:V0038,vendor:V0413,CO_BID,0.27415047311679364,2,,0.2742976873287828,shared_tenders=2
vendor:V0038,vendor:V0504,CO_BID,0.27415047311679364,2,,0.2742976873287828,shared_tenders=2
vendor:V0278,vendor:V0322,CO_BID,0.4016231838083946,4,,0.2284385463268036,shared_tenders=4
vendor:V0278,vendor:V0413,CO_BID,0.44712016356187073,5,,0.2284385463268036,shared_tenders=5
vendor:V0278,vendor:V0504,CO_BID,0.26109132901756565,4,0.1461107205523419,0.2284385463268036,shared_tenders=4;conditional_enrichment=1.619;market_concentration=1.000;persistence=0.733;behavioral_strength=0.146
vendor:V0322,vendor:V0413,CO_BID,0.44712016356187073,5,,0.2742976873287828,shared_tenders=5
vendor:V0322,vendor:V0504,CO_BID,0.5189090713352312,7,,0.2742976873287828,shared_tenders=7
vendor:V0413,vendor:V0504,CO_BID,0.3295679001488484,8,0.1506044988067892,0.2344656947956059,shared_tenders=8;conditional_enrichment=1.679;market_concentration=1.000;persistence=0.767;behavioral_strength=0.151
vendor:V0125,vendor:V0385,CO_BID,0.1729696904450771,1,,0.2403173517078662,shared_tenders=1
vendor:V0096,vendor:V0378,CO_BID,0.3459393808901542,3,,0.1862609319692667,shared_tenders=3
vendor:V0096,vendor:V0463,CO_BID,0.1729696904450771,1,,0.1862609319692667,shared_tenders=1
vendor:V0378,vendor:V0463,CO_BID,0.1729696904450771,1,,0.1908998624911339,shared_tenders=1
vendor:V0087,vendor:V0140,CO_BID,0.27415047311679364,2,,0.1978220562683309,shared_tenders=2
vendor:V0087,vendor:V0146,CO_BID,0.1729696904450771,1,,0.1978220562683309,shared_tenders=1
vendor:V0087,vendor:V0171,CO_BID,0.27415047311679364,2,,0.1978220562683309,shared_tenders=2
vendor:V0087,vendor:V0181,CO_BID,0.3459393808901542,3,,0.1978220562683309,shared_tenders=3
vendor:V0087,vendor:V0291,CO_BID,0.3459393808901542,3,,0.1978220562683309,shared_tenders=3
vendor:V0087,vendor:V0369,CO_BID,0.1729696904450771,1,,0.1978220562683309,shared_tenders=1
vendor:V0087,vendor:V0545,CO_BID,0.3459393808901542,3,,0.1978220562683309,shared_tenders=3
vendor:V0140,vendor:V0146,CO_BID,0.3459393808901542,3,,0.2097576961287937,shared_tenders=3
vendor:V0140,vendor:V0171,CO_BID,0.1729696904450771,1,,0.2097576961287937,shared_tenders=1
vendor:V0140,vendor:V0181,CO_BID,0.3459393808901542,3,,0.2097576961287937,shared_tenders=3
vendor:V0140,vendor:V0291,CO_BID,0.1729696904450771,1,,0.2097576961287937,shared_tenders=1
vendor:V0140,vendor:V0369,CO_BID,0.1729696904450771,1,,0.2097576961287937,shared_tenders=1
vendor:V0140,vendor:V0459,CO_BID,0.1729696904450771,1,,0.2097576961287937,shared_tenders=1
vendor:V0140,vendor:V0545,CO_BID,0.1729696904450771,1,,0.2097576961287937,shared_tenders=1
vendor:V0146,vendor:V0171,CO_BID,0.3459393808901542,3,,0.1276114462667689,shared_tenders=3
vendor:V0146,vendor:V0181,CO_BID,0.1729696904450771,1,,0.1276114462667689,shared_tenders=1
vendor:V0146,vendor:V0291,CO_BID,0.3459393808901542,3,,0.1276114462667689,shared_tenders=3
vendor:V0146,vendor:V0369,CO_BID,0.3459393808901542,3,,0.1276114462667689,shared_tenders=3
vendor:V0146,vendor:V0459,CO_BID,0.27415047311679364,2,,0.1276114462667689,shared_tenders=2
vendor:V0146,vendor:V0545,CO_BID,0.27415047311679364,2,,0.1276114462667689,shared_tenders=2
vendor:V0171,vendor:V0181,CO_BID,0.27415047311679364,2,,0.0726465258265113,shared_tenders=2
vendor:V0171,vendor:V0291,CO_BID,0.27415047311679364,2,,0.0726465258265113,shared_tenders=2
vendor:V0171,vendor:V0369,CO_BID,0.27415047311679364,2,,0.0726465258265113,shared_tenders=2
vendor:V0171,vendor:V0459,CO_BID,0.1729696904450771,1,,0.0726465258265113,shared_tenders=1
vendor:V0171,vendor:V0545,CO_BID,0.3459393808901542,3,,0.0726465258265113,shared_tenders=3
vendor:V0181,vendor:V0291,CO_BID,0.27415047311679364,2,,0.2097576961287937,shared_tenders=2
vendor:V0181,vendor:V0369,CO_BID,0.1729696904450771,1,,0.2097576961287937,shared_tenders=1
vendor:V0181,vendor:V0459,CO_BID,0.3459393808901542,3,,0.2097576961287937,shared_tenders=3
vendor:V0181,vendor:V0545,CO_BID,0.1729696904450771,1,,0.2097576961287937,shared_tenders=1
vendor:V0291,vendor:V0369,CO_BID,0.3459393808901542,3,,0.1178495543755993,shared_tenders=3
vendor:V0291,vendor:V0459,CO_BID,0.27415047311679364,2,,0.1178495543755993,shared_tenders=2
vendor:V0291,vendor:V0545,CO_BID,0.1729696904450771,1,,0.1178495543755993,shared_tenders=1
vendor:V0369,vendor:V0459,CO_BID,0.1729696904450771,1,,0.2974108743922871,shared_tenders=1
vendor:V0369,vendor:V0545,CO_BID,0.27415047311679364,2,,0.2974108743922871,shared_tenders=2
vendor:V0122,vendor:V0198,CO_BID,0.1729696904450771,1,,0.2742976873287828,shared_tenders=1
vendor:V0122,vendor:V0249,CO_BID,0.27415047311679364,2,,0.2742976873287828,shared_tenders=2
vendor:V0122,vendor:V0270,CO_BID,0.27415047311679364,2,,0.2742976873287828,shared_tenders=2
vendor:V0122,vendor:V0281,CO_BID,0.44712016356187073,5,,0.2742976873287828,shared_tenders=5
vendor:V0198,vendor:V0249,CO_BID,0.27415047311679364,2,,0.2108072824442817,shared_tenders=2
vendor:V0198,vendor:V0270,CO_BID,0.3459393808901542,3,,0.2108072824442817,shared_tenders=3
vendor:V0198,vendor:V0281,CO_BID,0.27068482039639097,4,0.1635534321502061,0.2108072824442817,shared_tenders=4;conditional_enrichment=2.416;market_concentration=1.000;persistence=0.733;behavioral_strength=0.164
vendor:V0249,vendor:V0270,CO_BID,0.25788248926824675,4,0.1402764664626712,0.2732378994432634,shared_tenders=4;conditional_enrichment=1.396;market_concentration=1.000;persistence=0.733;behavioral_strength=0.140
vendor:V0249,vendor:V0281,CO_BID,0.1729696904450771,1,,0.2732378994432634,shared_tenders=1
vendor:V0270,vendor:V0281,CO_BID,0.4016231838083946,4,,0.1634899300146103,shared_tenders=4
vendor:V0058,vendor:V0202,CO_BID,0.1729696904450771,1,,0.1908998624911339,shared_tenders=1
vendor:V0058,vendor:V0229,CO_BID,0.1729696904450771,1,,0.1908998624911339,shared_tenders=1
vendor:V0058,vendor:V0329,CO_BID,0.27415047311679364,2,,0.1908998624911339,shared_tenders=2
vendor:V0058,vendor:V0406,CO_BID,0.1729696904450771,1,,0.1908998624911339,shared_tenders=1
vendor:V0058,vendor:V0408,CO_BID,0.1729696904450771,1,,0.1908998624911339,shared_tenders=1
vendor:V0058,vendor:V0469,CO_BID,0.27415047311679364,2,,0.1908998624911339,shared_tenders=2
vendor:V0058,vendor:V0481,CO_BID,0.1729696904450771,1,,0.1908998624911339,shared_tenders=1
vendor:V0058,vendor:V0491,CO_BID,0.1729696904450771,1,,0.1908998624911339,shared_tenders=1
vendor:V0168,vendor:V0202,CO_BID,0.3459393808901542,3,,0.2225973025365653,shared_tenders=3
vendor:V0168,vendor:V0229,CO_BID,0.27415047311679364,2,,0.2225973025365653,shared_tenders=2
vendor:V0168,vendor:V0329,CO_BID,0.27415047311679364,2,,0.2225973025365653,shared_tenders=2
vendor:V0168,vendor:V0406,CO_BID,0.1729696904450771,1,,0.2225973025365653,shared_tenders=1
vendor:V0168,vendor:V0408,CO_BID,0.27415047311679364,2,,0.2225973025365653,shared_tenders=2
vendor:V0168,vendor:V0469,CO_BID,0.27415047311679364,2,,0.2225973025365653,shared_tenders=2
vendor:V0168,vendor:V0481,CO_BID,0.1729696904450771,1,,0.2225973025365653,shared_tenders=1
vendor:V0168,vendor:V0491,CO_BID,0.27415047311679364,2,,0.2225973025365653,shared_tenders=2
vendor:V0202,vendor:V0329,CO_BID,0.3459393808901542,3,,0.2208937525151801,shared_tenders=3
vendor:V0202,vendor:V0406,CO_BID,0.23003241014764259,3,0.1351994340855876,0.2208937525151801,shared_tenders=3;conditional_enrichment=1.322;market_concentration=1.000;persistence=0.700;behavioral_strength=0.135
vendor:V0202,vendor:V0408,CO_BID,0.24102799249996298,3,0.1551914019988974,0.2208937525151801,shared_tenders=3;conditional_enrichment=2.148;market_concentration=1.000;persistence=0.700;behavioral_strength=0.155
vendor:V0202,vendor:V0469,CO_BID,0.3459393808901542,3,,0.2208937525151801,shared_tenders=3
vendor:V0202,vendor:V0481,CO_BID,0.27415047311679364,2,,0.2208937525151801,shared_tenders=2
vendor:V0202,vendor:V0491,CO_BID,0.24438786354473585,3,0.161300258443939,0.2208937525151801,shared_tenders=3;conditional_enrichment=2.454;market_concentration=1.000;persistence=0.700;behavioral_strength=0.161
vendor:V0202,vendor:V0528,CO_BID,0.27415047311679364,2,,0.2208937525151801,shared_tenders=2
vendor:V0229,vendor:V0329,CO_BID,0.3459393808901542,3,,0.2041140503248173,shared_tenders=3
vendor:V0229,vendor:V0406,CO_BID,0.3459393808901542,3,,0.2041140503248173,shared_tenders=3
vendor:V0229,vendor:V0408,CO_BID,0.1729696904450771,1,,0.2041140503248173,shared_tenders=1
vendor:V0229,vendor:V0469,CO_BID,0.3459393808901542,3,,0.2041140503248173,shared_tenders=3
vendor:V0229,vendor:V0481,CO_BID,0.1729696904450771,1,,0.2041140503248173,shared_tenders=1
vendor:V0229,vendor:V0491,CO_BID,0.1729696904450771,1,,0.2041140503248173,shared_tenders=1
vendor:V0329,vendor:V0408,CO_BID,0.1729696904450771,1,,0.1862609319692667,shared_tenders=1
vendor:V0329,vendor:V0469,CO_BID,0.27415047311679364,2,,0.1862609319692667,shared_tenders=2
vendor:V0329,vendor:V0481,CO_BID,0.2304700933038602,3,0.1359952216423469,0.1862609319692667,shared_tenders=3;conditional_enrichment=1.350;market_concentration=1.000;persistence=0.700;behavioral_strength=0.136
vendor:V0329,vendor:V0491,CO_BID,0.2722961772778949,4,0.1664831719347587,0.1862609319692667,shared_tenders=4;conditional_enrichment=2.571;market_concentration=1.000;persistence=0.733;behavioral_strength=0.166
vendor:V0406,vendor:V0469,CO_BID,0.3459393808901542,3,,0.2027673565092617,shared_tenders=3
vendor:V0406,vendor:V0481,CO_BID,0.23203152529103194,3,0.1388341888917501,0.2027673565092617,shared_tenders=3;conditional_enrichment=1.454;market_concentration=1.000;persistence=0.700;behavioral_strength=0.139
vendor:V0406,vendor:V0491,CO_BID,0.3459393808901542,3,,0.2027673565092617,shared_tenders=3
vendor:V0406,vendor:V0528,CO_BID,0.1729696904450771,1,,0.2027673565092617,shared_tenders=1
vendor:V0408,vendor:V0469,CO_BID,0.3459393808901542,3,,0.2208937525151801,shared_tenders=3
vendor:V0408,vendor:V0481,CO_BID,0.27415047311679364,2,,0.2208937525151801,shared_tenders=2
vendor:V0408,vendor:V0491,CO_BID,0.3459393808901542,3,,0.2208937525151801,shared_tenders=3
vendor:V0408,vendor:V0528,CO_BID,0.1729696904450771,1,,0.2208937525151801,shared_tenders=1
vendor:V0469,vendor:V0481,CO_BID,0.27415047311679364,2,,0.2027673565092617,shared_tenders=2
vendor:V0469,vendor:V0491,CO_BID,0.3459393808901542,3,,0.2027673565092617,shared_tenders=3
vendor:V0469,vendor:V0528,CO_BID,0.27415047311679364,2,,0.2027673565092617,shared_tenders=2
vendor:V0481,vendor:V0491,CO_BID,0.2735741195935746,4,0.1688067034178127,0.2065215327901219,shared_tenders=4;conditional_enrichment=2.700;market_concentration=1.000;persistence=0.733;behavioral_strength=0.169
vendor:V0481,vendor:V0528,CO_BID,0.27415047311679364,2,,0.2065215327901219,shared_tenders=2
vendor:V0491,vendor:V0528,CO_BID,0.3459393808901542,3,,0.2208937525151801,shared_tenders=3
vendor:V0144,vendor:V0454,CO_BID,0.3459393808901542,3,,0.2271479359968593,shared_tenders=3
vendor:V0144,vendor:V0539,CO_BID,0.281308084599789,4,0.1828684579745662,0.2271479359968593,shared_tenders=4;conditional_enrichment=3.583;market_concentration=1.000;persistence=0.733;behavioral_strength=0.183
vendor:V0417,vendor:V0454,CO_BID,0.4016231838083946,4,,0.2271479359968593,shared_tenders=4
vendor:V0417,vendor:V0539,CO_BID,0.1729696904450771,1,,0.2271479359968593,shared_tenders=1
vendor:V0454,vendor:V0539,CO_BID,0.3181151728234737,6,0.1810925136299608,0.2974108743922871,shared_tenders=6;conditional_enrichment=3.071;market_concentration=1.000;persistence=0.800;behavioral_strength=0.181
vendor:V0138,vendor:V0201,CO_BID,0.3459393808901542,3,,0.2587766277814485,shared_tenders=3
vendor:V0138,vendor:V0249,CO_BID,0.26533065580738274,4,0.1538185874429185,0.2587766277814485,shared_tenders=4;conditional_enrichment=1.945;market_concentration=1.000;persistence=0.733;behavioral_strength=0.154
vendor:V0138,vendor:V0254,CO_BID,0.27415047311679364,2,,0.2587766277814485,shared_tenders=2
vendor:V0138,vendor:V0412,CO_BID,0.27415047311679364,2,,0.2587766277814485,shared_tenders=2
vendor:V0201,vendor:V0249,CO_BID,0.2662032053608904,4,0.1554050411765688,0.2493221984313735,shared_tenders=4;conditional_enrichment=2.017;market_concentration=1.000;persistence=0.733;behavioral_strength=0.155
vendor:V0201,vendor:V0254,CO_BID,0.27415047311679364,2,,0.2493221984313735,shared_tenders=2
vendor:V0201,vendor:V0412,CO_BID,0.27415047311679364,2,,0.2493221984313735,shared_tenders=2
vendor:V0249,vendor:V0412,CO_BID,0.28492364546388227,5,0.1522174033837099,0.2732378994432634,shared_tenders=5;conditional_enrichment=1.746;market_concentration=1.000;persistence=0.767;behavioral_strength=0.152
vendor:V0254,vendor:V0412,CO_BID,0.4016231838083946,4,,0.3968095136311,shared_tenders=4
vendor:V0153,vendor:V0271,CO_BID,0.27415047311679364,2,,0.2185612544192689,shared_tenders=2
vendor:V0153,vendor:V0297,CO_BID,0.44712016356187073,5,,0.2185612544192689,shared_tenders=5
vendor:V0153,vendor:V0410,CO_BID,0.4016231838083946,4,,0.2185612544192689,shared_tenders=4
vendor:V0271,vendor:V0297,CO_BID,0.4016231838083946,4,,0.1973066513058317,shared_tenders=4
